CUSTOMER_ID,CUSTOMER_TYPE,FIRST_NAME,LAST_NAME,GENDER,BUSINESS_NAME,DOB,EMAIL,PHONE,COUNTRY,STATE,CITY,ADDRESS_LINE1,ADDRESS_LINE2,POSTAL_CODE,REGISTRATION_DATE,CREATED_AT
1cf6e7f4-481c-452a-902c-438a63a01293,INDIVIDUAL,Jeffrey,Palmer,MALE,NOT APPLICABLE,1973-01-21,jennifer86@example.net,506-884-8717x24481,US,Hawaii,Williamfurt,0850 Alexis Corners,Apt. 384,47260,2025-08-30,2025-09-19 00:46:39
36ea256c-6a10-45cb-bf52-50bf6db63472,INDIVIDUAL,Randy,Mcgrath,MALE,NOT APPLICABLE,1985-09-02,codyyoung@example.org,+1-712-401-2670x136,US,Kentucky,Seanton,16637 Figueroa Avenue,Apt. 148,96621,2024-05-17,2025-10-01 07:46:37
9de2efef-babe-4c4c-80b9-6b2ccbc6b270,INDIVIDUAL,Tiffany,Griffith,FEMALE,NOT APPLICABLE,2000-03-08,johnsonjoyce@example.org,+1-524-527-6010x7840,US,Texas,Morrisshire,75711 Hall Hill Apt. 088,Apt. 781,15030,2023-11-07,2026-01-10 03:56:45
4d0fee40-6937-45b0-bef3-e3a53d71e421,INDIVIDUAL,Jennifer,White,MALE,NOT APPLICABLE,1975-06-29,millersara@example.net,9544880021,US,Delaware,Williamsonshire,4206 Collins Isle,Apt. 329,55815,2017-01-17,2026-02-13 15:43:17
887a1e79-b920-4b14-af6d-6b6915e23f33,INDIVIDUAL,Karen,Burke,MALE,NOT APPLICABLE,1976-12-04,dsanders@example.org,(946)318-2110,IN,New Jersey,Gomezburgh,89608 Griffin Field,Apt. 340,86597,2015-12-27,2016-08-14 11:05:22
dc01114c-35a1-4746-b09a-902b67c6a7d0,INDIVIDUAL,Kimberly,Smith,FEMALE,NOT APPLICABLE,1988-07-22,chandenise@example.com,001-866-705-3082x6535,US,Florida,Lake Kathryn,18945 Joseph Center Suite 256,Suite 093,96635,2019-10-19,2023-07-15 04:22:37
b786b882-7268-4901-ab68-99cf61fb0d82,INDIVIDUAL,Steve,Lowe,MALE,NOT APPLICABLE,2003-01-18,mercerangelica@example.org,001-204-524-9457x1455,IN,New Hampshire,South Carol,1040 Katherine Trace Suite 077,Suite 099,19660,2021-04-29,2022-11-06 05:25:13
ba9c04c5-5f2c-4275-bce1-ee254a83bd35,INDIVIDUAL,Marcus,Chapman,FEMALE,NOT APPLICABLE,1972-03-29,nsmith@example.org,309.254.1643x134,US,West Virginia,South Spencerfort,2763 Frederick Knolls,Suite 085,49956,2023-06-19,2023-11-23 01:31:10
69dabfdc-a1e6-48ac-8fcb-f4c909919915,BUSINESS,NOT APPLICABLE,NOT APPLICABLE,,Patel-Mclaughlin,,robertfitzgerald@example.net,348.611.9234x0099,AE,Oregon,Port Courtney,9255 Walls Shores Apt. 448,Apt. 154,43892,2018-02-22,2021-01-21 18:59:24
36143429-ffcb-4fe4-849f-038fad024a46,INDIVIDUAL,John,Blair,FEMALE,NOT APPLICABLE,1975-09-07,bkennedy@example.com,693-740-2486,CA,Iowa,Hessfurt,0549 Evan Valley Apt. 872,Suite 602,01287,2025-05-13,2025-07-19 23:42:20
999c0d0a-8094-44d7-a5bd-1b6dc76d9ff5,INDIVIDUAL,Margaret,Miranda,FEMALE,NOT APPLICABLE,1979-01-29,zking@example.com,001-836-964-6635x87020,US,Iowa,Lake Craig,943 Guzman Lodge,Apt. 343,56607,2015-09-02,2016-03-14 07:32:24
6e168994-f263-4aa6-9f3f-804f73e30e6f,INDIVIDUAL,Scott,Parker,FEMALE,NOT APPLICABLE,1981-08-19,elizabethdawson@example.com,001-584-307-2642,US,Minnesota,Lisahaven,9971 Mckenzie Route Suite 977,Suite 535,20404,2020-09-02,2025-11-12 10:54:54
7a9138ea-74a3-4e47-94ca-0dba76e1e821,INDIVIDUAL,Matthew,Taylor,MALE,NOT APPLICABLE,1988-07-20,lindamurphy@example.net,001-263-710-9577x2448,UK,Virginia,New Diane,49715 Krista Club Suite 670,Apt. 450,40294,2017-03-28,2024-10-24 19:14:16
faf72974-5dff-4d0f-a5ef-3e863040bbcd,INDIVIDUAL,Debra,Williams,MALE,NOT APPLICABLE,1996-11-25,lisawilson@example.com,+1-297-359-8237x5975,AE,California,East Tracichester,574 Sydney Port Suite 992,Suite 921,58507,2018-11-16,2021-08-22 14:16:55
7e3d7e98-24a7-42a3-8b3c-fbb014644287,INDIVIDUAL,Katrina,Villarreal,FEMALE,NOT APPLICABLE,2006-04-14,andrew48@example.org,359.360.5178x861,US,Delaware,Port Steven,3547 Adam Crest Suite 868,Apt. 519,76560,2022-03-14,2023-09-21 09:50:11
258a393d-9cf0-4cdf-9ec0-18fa44f89597,BUSINESS,NOT APPLICABLE,NOT APPLICABLE,,Espinoza-Riley,,danielmarshall@example.net,(593)502-4251x556,CA,Wisconsin,Racheltown,9367 Murphy Village Suite 550,Suite 135,25677,2024-11-02,2025-12-01 07:08:36
62d6ddd2-b5e5-49f1-bcb1-c3086f77169b,INDIVIDUAL,Kelly,Webb,MALE,NOT APPLICABLE,2005-02-20,felliott@example.org,5293116786,US,Massachusetts,New Jane,80106 Mullins Crossroad,Apt. 030,14153,2021-06-02,2023-12-04 07:32:49
c283518c-10fe-461e-9748-2335b2a977fb,INDIVIDUAL,Blake,Haney,MALE,NOT APPLICABLE,1969-07-24,johnclark@example.org,495-543-4972x11744,UK,California,North Catherine,20658 Adriana Drives,Apt. 606,65212,2023-01-04,2023-08-28 03:53:29
59d24d2f-800e-4352-bdd8-0b6da6b74c0c,INDIVIDUAL,Heather,Cole,MALE,NOT APPLICABLE,1962-07-17,ryandavis@example.com,+1-520-679-9765,US,Oklahoma,Port Brandon,15860 Maxwell Forge Apt. 870,Apt. 414,25255,2020-09-20,2021-10-17 04:53:59
932c5a08-441e-4a8d-90ef-e09b912efca3,INDIVIDUAL,Riley,Young,MALE,NOT APPLICABLE,1983-01-11,fowlerdonald@example.com,001-352-579-7868,US,Wisconsin,South Megan,306 Veronica Turnpike,Apt. 598,90669,2019-07-15,2023-10-18 23:03:14
0a94f16c-39ac-4493-9dc4-d5e28753a9a5,BUSINESS,NOT APPLICABLE,NOT APPLICABLE,,"Maldonado, Smith and Wood",,fthompson@example.org,971.372.3715,US,Nevada,Sullivanchester,377 Davidson Fork Apt. 724,Apt. 977,25981,2017-10-12,2018-08-17 02:35:34
97fd938f-ec0e-41ab-87c4-c7453793a673,INDIVIDUAL,Lindsay,Thomas,FEMALE,NOT APPLICABLE,1995-11-16,romerojohn@example.org,652.510.1874,UK,Utah,Lake Cherylberg,28811 Wang Squares Suite 741,Apt. 195,50126,2022-07-17,2025-04-02 09:18:37
17f43170-98bf-4207-9dc1-0cad7107198a,INDIVIDUAL,Jesse,Watkins,FEMALE,NOT APPLICABLE,2001-04-15,mpowell@example.net,661.671.1734x7548,AE,Alaska,East Kennethton,1809 John Drives Suite 342,Apt. 512,65472,2015-03-31,2017-05-28 20:15:11
e744571c-0197-4f24-ac90-2a6ea119a872,INDIVIDUAL,Charles,Lewis,FEMALE,NOT APPLICABLE,1969-08-30,amandahenry@example.org,(230)589-5370x314,US,North Dakota,Annview,09495 Wilson Prairie,Suite 945,01914,2020-01-11,2020-01-17 09:18:46
84172088-129e-4136-9ae1-99241254502a,INDIVIDUAL,Joseph,Gallegos,FEMALE,NOT APPLICABLE,1990-02-22,wmoore@example.org,207.558.7020x573,CA,New Jersey,Michellefort,33767 James Summit,Apt. 481,16215,2016-12-04,2018-07-25 05:31:35
5665b6b0-eb03-4156-a47e-d54b9fafff19,INDIVIDUAL,David,Santos,MALE,NOT APPLICABLE,1997-05-07,lawrencemary@example.net,345.313.9336,US,Kansas,Cruzport,37658 Delacruz Summit Suite 386,Suite 186,41415,2021-06-05,2022-08-03 12:44:18
518f0f1c-a665-4e24-807c-35e00080a3e0,INDIVIDUAL,Deborah,Hartman,FEMALE,NOT APPLICABLE,1962-11-07,beth95@example.org,001-263-320-8204x1888,US,Maryland,Lake Aaronshire,43709 Snyder Spur Apt. 809,Apt. 460,73220,2024-06-15,2025-02-18 14:55:33
c9f686df-6a36-4dcd-9297-39cc617eb680,INDIVIDUAL,Stacy,Gonzales,MALE,NOT APPLICABLE,1999-02-01,timothy12@example.net,001-360-703-8870,CA,Idaho,Edwardland,27521 William Brook Suite 931,Apt. 648,31647,2019-12-05,2024-07-24 08:00:51
412063fc-3b78-4108-905e-8851719ff8d7,INDIVIDUAL,Mark,Fox,MALE,NOT APPLICABLE,1994-02-17,nelsonshawn@example.net,792.383.1469,IN,Colorado,North Tina,95994 Avila Ridge,Suite 763,55215,2020-10-04,2025-09-05 10:02:10
d0007393-c6d1-4a27-85f8-8a054037dca3,INDIVIDUAL,Jesse,Oliver,FEMALE,NOT APPLICABLE,1998-07-22,dgreen@example.net,001-222-534-1047x229,CA,Oregon,Lesliechester,5995 Dunlap Curve,Suite 808,57543,2020-06-06,2024-03-04 05:11:31
c853abf4-ec10-4bad-8cdc-004bf033b7b7,INDIVIDUAL,Adam,Oneill,MALE,NOT APPLICABLE,1997-01-27,tiffanyrios@example.com,001-765-278-8790x79774,US,New Hampshire,Franklinfort,0567 Kara Avenue Suite 704,Apt. 660,35277,2023-10-07,2023-10-07 06:38:20
09819886-9b9f-492d-8d37-8cca5092835f,INDIVIDUAL,Charles,Goodwin,MALE,NOT APPLICABLE,1975-10-24,kjohnson@example.org,567-793-2948x513,US,Oklahoma,Mariechester,6206 Kenneth Ports,Apt. 808,99023,2023-04-07,2024-07-01 05:54:09
e6c4e7a7-a880-414b-8f83-61c7e30dd609,INDIVIDUAL,Michael,Nelson,FEMALE,NOT APPLICABLE,2004-12-25,jeffreyrichardson@example.org,402-332-3287x7255,UK,Kentucky,East Kathleen,073 Shannon Causeway Apt. 746,Apt. 676,34987,2019-03-03,2025-05-03 15:37:09
a227dc90-de40-4f9a-befe-0fabcef367e7,INDIVIDUAL,Miguel,Guerrero,FEMALE,NOT APPLICABLE,1972-12-28,thomas18@example.net,285-793-9733x4640,CA,Rhode Island,Andrewchester,85545 Moreno Corners,Suite 710,56911,2019-02-08,2021-03-29 17:20:48
53d8c32e-f363-41b9-8272-87020aef7c90,INDIVIDUAL,Robert,Valenzuela,FEMALE,NOT APPLICABLE,1966-03-19,fnguyen@example.org,001-505-287-0124x075,CA,Connecticut,Nathanshire,351 Ricardo Village Apt. 529,Apt. 537,33288,2019-08-30,2021-07-16 19:07:18
2e60bef7-472a-4074-8f5a-21922b1d837c,INDIVIDUAL,Thomas,Dean,FEMALE,NOT APPLICABLE,1969-05-28,qcohen@example.org,818-816-0563x34547,US,Vermont,East Adamton,8772 Mccoy Estate Apt. 130,Apt. 882,03013,2017-06-30,2025-02-12 06:22:41
7b80ae65-2cd6-4168-b827-65b7fdd671e1,INDIVIDUAL,Dillon,Wallace,FEMALE,NOT APPLICABLE,1963-06-05,howelltimothy@example.net,(354)403-9183,US,Oregon,West Deanna,89515 Livingston Branch,Suite 742,66473,2016-04-18,2021-08-26 20:34:02
44b24035-aa2d-485c-ad68-ef5c6f870c7d,INDIVIDUAL,Anthony,Clark,FEMALE,NOT APPLICABLE,2004-05-26,denniswilliams@example.com,562.552.7987x21258,IN,Nevada,North Reginaberg,7288 Anna Locks,Suite 416,33194,2020-11-14,2021-03-15 04:12:55
712525c4-0052-4160-8865-7475176a1454,INDIVIDUAL,Jason,Copeland,FEMALE,NOT APPLICABLE,2001-01-05,tferguson@example.org,001-942-986-0735x13564,IN,West Virginia,Port Gabrielle,06367 Benjamin Squares Apt. 937,Suite 164,18937,2021-11-27,2022-08-23 19:41:56
aec9f1e0-966c-4869-9be5-44f724130114,INDIVIDUAL,Rhonda,Martinez,FEMALE,NOT APPLICABLE,1976-02-05,loripeterson@example.org,(776)831-2144x941,AE,Louisiana,North Timothy,7757 Robert Island Suite 692,Suite 610,50587,2025-03-23,2025-11-19 13:06:47
33036461-4b61-413f-9be1-62a604085270,INDIVIDUAL,Anthony,Brock,MALE,NOT APPLICABLE,1963-08-03,jon46@example.com,001-602-721-2096,US,West Virginia,Longside,10855 Theresa Mountains Apt. 163,Suite 104,81303,2017-05-12,2018-03-12 08:38:05
fc1d0248-7df1-44df-a0d9-15512447d53b,INDIVIDUAL,Carolyn,Williams,FEMALE,NOT APPLICABLE,1967-09-21,hughessandra@example.net,294.366.0881x176,UK,Missouri,East Jenniferview,578 John Hills,Apt. 498,10642,2026-01-23,2026-02-24 02:31:03
69a3cc44-114f-45de-ba7d-aaeb44ce1b61,BUSINESS,NOT APPLICABLE,NOT APPLICABLE,,Harris-Gibson,,czamora@example.org,+1-859-354-2074x82361,US,Oregon,Zamorashire,03482 Montgomery Squares Apt. 025,Suite 095,51964,2022-08-29,2024-01-16 17:54:37
97b550b1-7ebd-4b8b-8c1d-334b8901ef64,INDIVIDUAL,Crystal,Fisher,FEMALE,NOT APPLICABLE,1977-02-08,denisesullivan@example.net,375.393.0969,IN,Iowa,Kaneland,480 Rose Valley,Apt. 317,72991,2017-04-29,2022-04-10 01:42:33
b589d30d-476b-4dd2-a901-ef70225fbcde,INDIVIDUAL,Brenda,Olson,FEMALE,NOT APPLICABLE,1983-01-16,mark58@example.com,815.881.4209x007,US,Virginia,Port Stacey,1858 Kelly Street,Apt. 529,23952,2024-09-04,2025-11-27 04:16:09
30024adf-8c5a-4c79-967c-f318a14f2dde,INDIVIDUAL,Marcus,White,FEMALE,NOT APPLICABLE,1991-05-04,lawrencenunez@example.org,945-359-7323x32561,US,Michigan,East Shawnburgh,38402 Nicholson Street,Apt. 891,18820,2018-02-10,2019-07-05 19:55:31
4f0b2bf0-b459-482e-a86e-34bad911a788,INDIVIDUAL,Laura,Navarro,FEMALE,NOT APPLICABLE,2000-11-06,melinda69@example.net,227.376.1022,IN,Rhode Island,South Crystal,8241 Robert Coves,Suite 214,90162,2026-03-30,2026-04-08 08:18:36
77e32e6e-7e9f-4218-99e0-570c6087113a,INDIVIDUAL,Steven,Pitts,FEMALE,NOT APPLICABLE,1994-12-22,wesleyduncan@example.com,(378)446-8602x570,US,Oregon,West Rebeccafurt,358 Rios Flat,Suite 682,90958,2019-01-24,2025-07-02 12:59:55
d87282c6-8b43-4442-8b7c-9fce42680db5,INDIVIDUAL,Karen,Todd,MALE,NOT APPLICABLE,2002-08-18,brian38@example.org,847.514.7892,IN,New York,Port Adam,038 Johnny Canyon,Suite 300,20521,2015-10-13,2021-03-13 22:36:57
240bf506-87a1-4fb7-b27a-6407c1c8b9fb,INDIVIDUAL,Tammy,Palmer,MALE,NOT APPLICABLE,1973-12-02,hamiltonrobin@example.org,4528863304,AE,Montana,Danieltown,852 Garrett Mall Apt. 980,Suite 026,48215,2022-05-13,2022-10-23 04:33:04
49e275eb-2dd4-4e7b-b9ff-0faf5eb19295,INDIVIDUAL,Michele,Graves,FEMALE,NOT APPLICABLE,2005-02-11,edwardbrowning@example.org,(889)848-5217,US,North Dakota,Jordanview,685 Teresa Fort,Suite 572,88658,2015-08-27,2022-01-13 01:12:21
4296ccf0-00bc-436c-9fbd-d106d9f24cc2,INDIVIDUAL,Shane,Love,MALE,NOT APPLICABLE,1963-08-08,xhorton@example.com,+1-958-881-1318x3838,UK,Delaware,Onealtown,000 Singh Canyon Apt. 546,Apt. 877,89011,2019-03-28,2023-08-21 22:58:55
5fc0d04e-86e2-4566-8496-c360fd399530,INDIVIDUAL,Kristin,Reyes,FEMALE,NOT APPLICABLE,1996-06-17,edwardbush@example.com,241-225-4963,IN,Alaska,Darrenmouth,457 Lewis Plaza Apt. 483,Suite 924,83263,2015-08-09,2025-12-15 17:28:07
3e8b5e15-4ba5-4e88-8b04-6e46f33969cd,INDIVIDUAL,Ralph,Allen,FEMALE,NOT APPLICABLE,1967-04-25,alisonwilliams@example.com,+1-515-904-5347x000,US,Missouri,New Briana,1545 Brown Shoal Apt. 192,Suite 992,55425,2020-07-05,2022-12-12 19:06:56
f5aaddb7-65f6-4b28-a0e0-4d6ac7ce1b71,INDIVIDUAL,Rachel,Howard,MALE,NOT APPLICABLE,1962-11-10,greenbrooke@example.net,001-312-961-1530x399,CA,New York,East Dawnmouth,736 Alexander Roads,Apt. 010,59552,2023-04-13,2024-07-18 21:53:08
29e01c30-7630-45bb-829d-1e97046f30f1,INDIVIDUAL,Erin,Floyd,MALE,NOT APPLICABLE,1986-07-27,brownwilliam@example.com,+1-667-378-8386x9604,IN,Nevada,Port Andrewhaven,585 Martinez Well,Apt. 701,63173,2026-01-30,2026-02-18 13:16:32
8143071d-5298-42c1-88c4-a223abd6ba8e,BUSINESS,NOT APPLICABLE,NOT APPLICABLE,,Mathews-Soto,,uguzman@example.net,001-526-661-0387x60497,UK,South Carolina,Lake Edward,31171 Hudson Throughway Suite 097,Apt. 224,74135,2024-05-12,2025-05-20 16:37:55
fedf5944-85be-4110-a232-5f9dc8d2a422,INDIVIDUAL,Christopher,Barnes,MALE,NOT APPLICABLE,1977-03-14,pgardner@example.org,(423)630-2479x003,US,Nevada,Mooreville,974 Marks Street Apt. 473,Apt. 923,04340,2016-03-07,2017-09-10 00:04:54
c5385823-ae21-4c6d-b22b-d75d16bb3afd,INDIVIDUAL,Jean,Perez,FEMALE,NOT APPLICABLE,1998-07-18,erasmussen@example.com,(834)376-8135x74943,US,Oklahoma,Crystalstad,8709 Wolfe Mountain Suite 983,Suite 161,74973,2025-06-22,2025-07-19 07:08:36
b97e97d0-5bc0-4c14-aa27-024fcc5a0b3f,INDIVIDUAL,Donna,Jones,MALE,NOT APPLICABLE,1987-09-11,hrogers@example.com,8437073593,US,Connecticut,South Robert,485 Brooke Drive Suite 883,Apt. 874,21027,2017-08-05,2023-10-29 20:44:13
