AGENT_ID,AGENT_CODE,FIRST_NAME,LAST_NAME,EMAIL,PHONE,LICENSE_NO,COUNTRY,STATE,CITY,STATUS,HIRE_DATE,CREATED_AT
e8cd3aaf-6909-4459-9180-a9565f9379cd,AGT770880406,Timothy,Russell,gnorris@example.net,422-427-9773x73100,LIC306680495,US,Virginia,Florestown,ACTIVE,2022-08-23,2025-08-21 01:48:47
c4046ead-3609-40fa-aecf-86f81bc4c9e8,AGT86047743,Cheryl,Fleming,larry17@example.net,462.288.5654,LIC407530453,UK,Virginia,South Kellyview,ACTIVE,2022-12-17,2023-08-09 10:43:57
5ea52b3e-df09-46b5-82d6-06ab09218fcf,AGT1596271,Paul,Ellis,davismichael@example.org,(859)823-2042x68476,LIC64673123,US,Arizona,South Keith,ACTIVE,2023-07-18,2024-12-12 08:34:43
d9779720-1013-43de-9e41-11dfb1e453d6,AGT19522242,William,Soto,oharris@example.org,+1-363-367-6852x014,LIC63866848,UK,Alabama,North Shannon,ACTIVE,2016-11-22,2025-01-05 04:20:55
cb9988a3-de12-434c-8369-6325eb6a5555,AGT517433879,Madeline,Long,ryannash@example.org,742.535.4150,LIC712600190,US,Kentucky,South Michael,INACTIVE,2013-12-22,2021-09-16 07:24:32
c8b1d4fb-d646-4556-81d7-0e879736b14f,AGT1915612,Elizabeth,Marshall,jasminanderson@example.net,(759)921-9202x525,LIC84855986,US,Missouri,East Mark,ACTIVE,2022-10-24,2024-08-08 23:04:37
ec0eb1de-7ec4-43a0-8e24-c924a0075120,AGT4598204,Jesse,Wright,erica18@example.com,619.348.1296,LIC662809669,US,Michigan,Shannonchester,ACTIVE,2025-01-17,2025-10-04 10:17:15
65ee32de-105b-4c3a-b8f6-5865f44527d8,AGT634930849,James,Wilson,warrenvanessa@example.net,(401)895-2728,LIC74600527,IN,Missouri,Khanside,ACTIVE,2018-04-29,2019-11-24 08:09:50
f5f3678c-47cd-4704-99bc-befa0a2f2479,AGT696612094,Brett,Perry,ivargas@example.org,5376351096,LIC67076945,US,Texas,West Tyronefort,ACTIVE,2018-01-14,2022-08-08 16:02:34
335706b5-8ae8-4c0d-b2c4-745b3471de6b,AGT33724632,Emma,Harris,tcampbell@example.org,901.429.8175x93814,LIC4526952632,US,Arizona,Herrerabury,ACTIVE,2014-03-12,2016-11-17 07:33:36
8110ab03-9e37-47d2-9e4c-790670719e79,AGT33537297,George,Charles,abennett@example.com,617-776-6768x62261,LIC35832616,US,Pennsylvania,Port Mike,ACTIVE,2020-05-02,2025-03-28 10:30:21
7d2e891a-b372-4068-a0c4-574bd7fc0c25,AGT99576832,John,Waller,susan30@example.org,(823)616-5096x88865,LIC4271621312,US,Minnesota,South Amber,INACTIVE,2024-04-26,2025-01-03 12:11:44
06d54e1b-ef81-4420-a5dc-78ab48a057ca,AGT98670941,Bruce,Gregory,tross@example.net,806.480.3994x09934,LIC7766631432,US,Kentucky,West Emilyland,ACTIVE,2021-10-07,2022-12-05 14:16:30
910e625b-29e5-434c-a453-df4938fdd8b3,AGT970150009,Tina,Luna,sanchezlisa@example.net,+1-927-317-8665x086,LIC46065773,UK,California,Beckyborough,ACTIVE,2015-08-22,2020-01-06 23:29:01
e13112bc-1456-415d-8ca4-089924468bb2,AGT413373060,Brenda,Perez,plewis@example.org,+1-964-485-3619x308,LIC6299393095,IN,Pennsylvania,South Meganstad,ACTIVE,2023-07-17,2024-08-29 11:11:08
0237f349-12c4-4dc8-b472-0a6c81a2dcfe,AGT33421390,Denise,Martin,michaelmejia@example.org,366.900.0299x901,LIC601988551,US,Washington,Earlstad,INACTIVE,2011-02-23,2014-11-27 00:22:57
b4d5e0d9-4919-44c5-b096-545bfe6b6d6b,AGT240648567,Caitlyn,Brooks,daniel14@example.org,289.597.0277x820,LIC124206135,US,South Dakota,Baileyburgh,ACTIVE,2019-08-10,2026-03-23 16:21:23
0aedf648-d94e-4c91-943b-801ed8af2296,AGT107317715,Nicholas,Brown,uwelch@example.com,+1-473-967-3005,LIC59310324,UK,Kentucky,West Tracymouth,INACTIVE,2019-10-28,2025-11-16 19:26:01
a33ce0ff-ef63-4d6d-b0d3-315dd4c776b9,AGT637834296,Lindsey,Rodriguez,keith08@example.org,+1-742-803-1578x421,LIC174717835,UK,Connecticut,Bryanmouth,ACTIVE,2019-10-25,2023-03-20 10:43:55
806927ba-07df-495a-8d68-22c20c566501,AGT452691383,Samuel,Serrano,briansingh@example.com,240.470.0264x940,LIC670277777,US,Utah,Port Maria,ACTIVE,2020-12-19,2022-03-10 23:26:47
b482146b-0b47-475e-a05f-14e89d826aa3,AGT28802323,Alexander,Jacobson,sherry32@example.com,001-448-289-7040x183,LIC112388728,IN,Hawaii,Hayeschester,ACTIVE,2025-05-10,2026-02-05 04:25:38
48e2d4fc-1352-48f1-ad7a-466d66980234,AGT45511353,Jenna,Valdez,jcohen@example.org,2574583104,LIC84857733,US,Indiana,Ryantown,ACTIVE,2017-06-12,2017-10-04 23:13:54
3fca68d1-91f9-4942-bf94-2f2cc7cd0eb4,AGT223781323,Benjamin,Fowler,lrocha@example.org,3395469949,LIC224160146,UK,New York,New Matthew,ACTIVE,2023-05-05,2025-06-10 21:25:59
10bdea97-b439-4c99-b4ae-7952d67c8f35,AGT93395323,Dakota,Ferguson,jameskennedy@example.com,986-904-9623,LIC236569994,UK,Rhode Island,Lake Kimberly,INACTIVE,2019-11-06,2024-10-15 08:14:10
c832acb8-5b02-4a19-9e67-d4bd5ab8a531,AGT7713065,Kimberly,Martin,laraelizabeth@example.net,656-552-2016x39290,LIC3623365289,US,Mississippi,Aliciaburgh,ACTIVE,2018-06-01,2025-06-10 15:35:52
6199fede-9948-4644-89e0-86e234a3586e,AGT38424112,Barbara,Nichols,hernandeztara@example.com,(264)859-4425x374,LIC173308933,US,Georgia,New Daniel,INACTIVE,2013-01-12,2017-10-10 05:38:53
2f81b55d-c581-44a3-b95d-06302af0c107,AGT5453638,Kaylee,George,roberthayes@example.org,698.405.6270x4216,LIC122774226,US,Michigan,East Andrea,ACTIVE,2015-09-10,2020-03-27 23:17:05
55ae180f-0ae3-458a-80e9-6e198283d894,AGT333401772,Natalie,Cunningham,jaime90@example.net,708-896-0466,LIC916270838,UK,Louisiana,South Elizabeth,ACTIVE,2012-01-11,2019-02-13 14:33:17
b300d692-04d1-425a-aade-ff1b9b914dde,AGT87308956,Jennifer,Smith,christophercarr@example.net,446-366-3781,LIC378840102,UK,Hawaii,Nancyville,ACTIVE,2024-01-18,2024-03-20 02:22:47
65aa6594-a38a-49a2-9e64-f076b77ba29c,AGT9880916,Jennifer,Hayes,crystal52@example.net,+1-890-638-0901x6783,LIC8512129190,IN,Washington,West Walter,ACTIVE,2022-02-06,2023-02-26 15:40:42
6d68dea1-7d6e-4fe3-b109-3f2abca16d8d,AGT7478759,Teresa,Stuart,keith10@example.org,001-713-802-0390x70487,LIC61981397,US,Montana,Bensontown,ACTIVE,2010-09-23,2012-05-16 02:33:15
81b8363a-bc26-4ab2-a251-e12ef1528091,AGT496506846,Amber,Meyer,salasnicholas@example.net,(237)316-2541,LIC3985744562,UK,Minnesota,East Katherine,ACTIVE,2025-02-05,2025-08-10 00:03:51
f8721ade-335e-4d9d-81dc-b7027dd88221,AGT1827396,Richard,Osborne,michael69@example.com,(587)888-6693x00213,LIC34382888,UK,Rhode Island,Ferrellland,ACTIVE,2026-01-07,2026-03-27 08:02:15
198d6433-76a9-4caa-a529-0419f031eaf9,AGT1903664,Brian,Hodge,ybradford@example.org,+1-808-971-0743,LIC567930637,IN,Mississippi,New Abigailmouth,ACTIVE,2023-01-15,2026-03-20 19:19:51
0d46d9d1-8fac-4f65-be13-8c1d96c2d6ab,AGT592467502,Crystal,King,david00@example.org,(701)853-0623,LIC95173893,UK,Maine,South Andrew,INACTIVE,2017-05-07,2018-09-26 07:25:17
95155a75-aa19-41aa-bd5d-dfb7b0c58db3,AGT2565854,Sandra,Smith,anthony26@example.com,(398)313-7175,LIC6899458747,IN,New Mexico,North Elizabeth,ACTIVE,2019-04-24,2024-04-09 16:43:16
2d305315-9eb3-44a3-a152-a1bcd4f42bf7,AGT24653819,Victoria,Velez,keithsexton@example.com,(810)330-3176,LIC5410754252,UK,Virginia,Heathmouth,INACTIVE,2025-06-02,2025-09-23 18:12:55
492b05d7-678c-4bb0-b1a6-596077ca5e49,AGT34484576,Anthony,Costa,matthew97@example.org,+1-372-548-1726x3209,LIC877721011,IN,Wisconsin,South Jeremy,ACTIVE,2010-01-04,2016-09-12 17:53:24
78e663e8-f419-4b38-a388-7295380d5a20,AGT1800259,Douglas,Bell,annacook@example.org,001-738-234-4356x9007,LIC23919817,IN,South Carolina,Danielmouth,ACTIVE,2016-11-14,2020-03-25 16:24:02
292e2b4a-8886-4b53-bcb3-1f4b1f555d1b,AGT77306277,Robert,Rice,ericjordan@example.org,574.830.2211,LIC49882165,US,Utah,Stewarthaven,ACTIVE,2014-10-20,2018-06-21 13:36:10
2d9f38ab-df0c-4079-8c6a-096780b47137,AGT6034121,Jessica,Martin,hudsonchristopher@example.org,+1-456-609-9840x5090,LIC711812503,UK,New Hampshire,West Jasmineville,INACTIVE,2019-10-15,2020-03-21 22:51:53
344008dc-4496-4156-a454-e36551c04a91,AGT8811781,Ebony,Martinez,joseanderson@example.com,+1-780-267-7639,LIC66428797,US,Connecticut,Terrelltown,ACTIVE,2021-05-18,2024-08-19 22:24:15
69ae48a1-e272-43e0-9066-69e86eebb082,AGT169431079,Teresa,Phillips,twalker@example.com,996-741-5634x70575,LIC463459952,UK,New York,Jasmineport,ACTIVE,2010-01-01,2024-10-08 04:41:21
dc07c354-d828-45b5-bdd4-fc2ec888ef01,AGT401001336,Devin,Conway,elizabethestrada@example.com,001-420-889-9397x996,LIC862615227,UK,South Dakota,Coxfurt,ACTIVE,2020-09-27,2026-02-10 23:34:54
79a04254-a127-46bd-8b7a-8c96aef108c3,AGT2713275,Carrie,King,johnhamilton@example.org,001-383-990-7127,LIC7309375448,IN,Washington,South Joseph,ACTIVE,2023-08-10,2026-01-13 21:35:48
b39270a3-dead-4f50-be91-92001fd0f0fd,AGT2393706,Vanessa,Lawson,elizabethquinn@example.com,997-319-9287x3807,LIC540008836,UK,Alabama,Lisaton,ACTIVE,2025-11-15,2025-11-26 20:01:43
f9b3f9fb-5e68-4e6c-a7d2-2b2fb7877260,AGT938927410,Tammy,Evans,thomas82@example.org,+1-383-804-7034,LIC906109731,UK,Florida,Brownshire,ACTIVE,2014-07-19,2020-07-01 11:44:17
f82ca310-f3ad-463b-9d0f-e713a853da27,AGT26155985,Carol,Patrick,donnafritz@example.net,858.268.4518,LIC1490063065,UK,Washington,East Ashleyville,ACTIVE,2020-03-08,2022-10-20 17:53:55
938e2efb-b9d3-4beb-8570-ffc10ca5217b,AGT57857278,Natalie,Smith,cramirez@example.org,001-420-886-5027x5597,LIC730889438,IN,Montana,Elliottbury,ACTIVE,2020-03-28,2024-10-02 10:48:20
19cfb107-143a-4fcf-a989-9fd1418923a4,AGT17389668,Jeffery,Bishop,cristinaanderson@example.com,001-747-846-9782,LIC1541458602,US,Louisiana,Stricklandberg,ACTIVE,2012-09-17,2017-02-03 14:41:34
03d2ce67-76e7-40a9-915b-820fecd6d93c,AGT15581927,Gregory,Thomas,amber53@example.com,790-867-7505x3710,LIC5952093349,UK,Wyoming,Martinmouth,INACTIVE,2023-11-28,2023-12-31 05:16:04
c376a403-9e23-434a-b62f-70e2a8168cf0,AGT27749276,Nicole,Mccullough,ryan76@example.org,6587449057,LIC62411862,US,Montana,Lambertport,ACTIVE,2021-01-14,2023-03-11 23:01:41
022b09bc-5357-4733-89c2-1254a6dceafe,AGT881257278,John,Young,uowen@example.com,(727)498-5060,LIC731059329,IN,North Dakota,Port Marcland,ACTIVE,2022-07-22,2025-03-26 17:22:38
52103d20-3c87-47bf-9c50-3b49ba353c45,AGT450043498,Patrick,Simpson,kathryn02@example.org,263.749.7689x80058,LIC74177020,UK,Kentucky,North Jacqueline,ACTIVE,2022-03-10,2024-10-07 01:49:49
8fcc8272-0a7a-45d4-9274-f1391183f87a,AGT61551884,Michael,Brown,millerteresa@example.org,926.373.8626,LIC4340574650,IN,Alaska,Lake Donna,ACTIVE,2021-01-21,2021-05-28 19:39:42
9a2e6349-fc2c-44c2-a53d-a7f703bf4023,AGT1250609,Patrick,Fields,zallen@example.org,+1-699-621-6263x268,LIC650776887,UK,Nebraska,New Kevin,ACTIVE,2022-06-03,2022-07-09 00:40:48
876c57b2-cfc7-40b2-a16f-3bf10d6614a5,AGT4831950,Traci,Harrison,brittany70@example.com,001-620-698-0154x505,LIC35370527,US,Arizona,East Michelle,ACTIVE,2024-03-27,2024-12-26 19:25:04
d2fb4097-a100-4b49-abc8-78b97d54b4b2,AGT564677115,Sean,Roberts,nicolefletcher@example.com,(339)889-1283,LIC8086100455,UK,North Carolina,New Douglas,INACTIVE,2010-03-28,2010-08-02 10:30:08
a6511182-940a-45c4-9bbd-dea8499bac16,AGT369575082,Wanda,Harvey,stephengonzalez@example.com,001-416-846-9292x25578,LIC1690405622,IN,Montana,East Justinstad,ACTIVE,2023-11-26,2024-09-11 17:20:00
86a4e63a-4f54-40b1-b3f8-af5fde2681f9,AGT3817116,Todd,Gamble,jessica53@example.org,(311)315-5281x3323,LIC2989025484,IN,Texas,Taylorbury,ACTIVE,2012-11-25,2024-10-23 19:42:51
3679cd5f-7fb1-4934-94c8-c685ceb7347d,AGT3655392,Dana,Brown,william31@example.org,+1-604-492-3781x1667,LIC7376271139,UK,Massachusetts,Kylemouth,ACTIVE,2017-10-08,2019-11-30 00:13:23
1fa45acc-aa03-4072-819c-7f26754d320e,AGT5185899,Lindsey,Smith,michaelpope@example.net,900-528-0112x3885,LIC70622319,US,Kansas,Lake Joan,INACTIVE,2014-06-24,2021-02-19 20:28:09
879f6472-6dc7-4164-9f6a-ed974455751f,AGT610259355,Zachary,Rodriguez,ccraig@example.org,+1-452-555-1190,LIC665408062,US,Delaware,North Rubenland,ACTIVE,2023-02-09,2023-07-13 16:53:00
603d1c57-c362-4b4a-86ec-04e13b968bd2,AGT28678282,Edward,Campbell,samantha83@example.com,213.639.7848x440,LIC375243213,US,Connecticut,Hannahmouth,ACTIVE,2023-01-11,2023-05-18 20:38:10
e02bfd3f-51a7-45b5-be90-2c8c7bfd3a47,AGT155693919,Susan,Moore,millsjeff@example.net,001-401-478-4390,LIC27388795,IN,Oregon,Leemouth,INACTIVE,2020-01-11,2020-01-28 11:45:56
46c6fe5c-ea46-4c61-b3c1-bfd249f0f615,AGT883041205,Kelly,Torres,handerson@example.net,+1-817-476-2109x2195,LIC9265487632,IN,Kansas,Philliphaven,ACTIVE,2025-05-21,2025-11-06 21:47:29
14b5fe5c-4392-40a8-86b6-a36b2e96d24a,AGT659663160,Tracy,Butler,sonyahenderson@example.net,001-934-602-4329x44628,LIC94937733,US,Iowa,Bellburgh,ACTIVE,2024-03-10,2025-12-17 15:12:14
8487d16c-62dc-4a2a-9b35-4d5e4f779a61,AGT639743269,Matthew,Henry,mho@example.com,(370)866-0807,LIC39493019,IN,Wyoming,New Ericmouth,ACTIVE,2023-12-30,2024-04-01 17:10:58
7373a99e-258d-4c00-8946-393cfaa47b1c,AGT8324231,Andrea,Johnson,amiller@example.org,6416622636,LIC19384788,UK,Washington,North Kevinstad,ACTIVE,2017-09-06,2021-12-15 01:33:11
d7e7a27b-91cc-4cb8-8c7d-d4f6be04118d,AGT739379325,Paul,Anderson,kellybrenda@example.org,(495)588-9485x562,LIC24442280,UK,Arkansas,Collinsburgh,ACTIVE,2016-10-03,2019-09-08 16:26:12
f2d7e7ec-214b-40ea-ae0c-65fef7a256f2,AGT80690099,Daniel,Mason,arios@example.com,(643)353-0800x08103,LIC38998703,UK,Connecticut,South Ana,ACTIVE,2018-10-30,2022-06-09 11:34:57
b323da24-615c-4d36-bc26-239f8cdb2b8b,AGT296611651,John,Kelly,autumn32@example.org,+1-990-619-3442x7560,LIC11167902,US,Vermont,Brianbury,ACTIVE,2015-10-14,2021-10-17 07:08:35
732c3f18-3823-4e55-81dd-51a844415d27,AGT11777806,Rhonda,Turner,vcollins@example.net,+1-960-389-6045x283,LIC57775535,UK,Hawaii,Lake Carrieside,ACTIVE,2021-01-08,2024-06-21 13:42:30
aa5299b9-a72b-4819-bf60-6b4c97032306,AGT19549347,Kristen,Fuller,veganicole@example.com,202.546.2053x5004,LIC111754920,IN,North Dakota,Phillipsborough,INACTIVE,2014-06-29,2024-04-26 16:51:22
6fa57f92-0195-4853-898f-3e2ec4dd5e9c,AGT22366453,Andrea,Johnson,colebrian@example.org,001-797-543-4620x540,LIC790979738,IN,New Hampshire,East John,ACTIVE,2013-12-24,2015-11-21 21:44:45
1a910666-fa68-4b34-98f1-e6bca35eb6e0,AGT28057496,Michael,Hughes,pruittolivia@example.com,(443)506-0683x000,LIC2812741299,IN,Montana,East Frederickborough,ACTIVE,2019-11-07,2026-01-07 12:13:57
1020a616-862e-4faf-ad5c-418cfb311f90,AGT59349927,Shannon,Wells,wilsonraymond@example.net,+1-868-203-0384x98454,LIC1774054059,UK,Florida,New Robert,ACTIVE,2023-12-17,2024-03-06 05:38:13
d609d6f5-8a8a-46fd-9746-8a8dff1106d9,AGT7914775,Marissa,Powell,oboyd@example.com,+1-408-224-4470x9231,LIC18462189,IN,Georgia,Woodsshire,ACTIVE,2023-02-26,2024-05-25 15:24:55
988cbe82-2ac7-4a9a-856c-6290f77b7743,AGT36251320,Erik,Riley,brendapatton@example.net,+1-814-926-3798,LIC25595256,IN,North Carolina,Johnsonburgh,ACTIVE,2018-07-10,2022-08-04 23:44:00
438656aa-abf9-4324-a60e-48b816f1e7b2,AGT224665655,Amy,Simmons,felicia66@example.org,(775)933-0699,LIC9713243516,US,North Dakota,Port Colleentown,ACTIVE,2012-03-01,2015-09-29 09:54:45
f214e73c-a665-4017-9360-2b18f93f6812,AGT917954215,Michael,Wall,brittanyjohnson@example.org,001-645-906-5778x15662,LIC44249016,IN,Arizona,New Steven,ACTIVE,2025-05-18,2026-01-11 01:58:30
5770288c-d58c-434b-bff7-23fbd295403e,AGT336157181,Joan,Gonzales,ngreene@example.com,+1-289-623-7124x348,LIC41868470,UK,Maine,Ellishaven,ACTIVE,2016-04-30,2025-08-03 07:52:19
fb2b1b05-50fa-467b-bc98-2c65f8cd25d9,AGT4852864,Christopher,Guzman,zachary97@example.com,(410)251-8584,LIC933006869,US,Michigan,Parsonsburgh,ACTIVE,2014-11-12,2020-09-27 20:58:42
094279a4-90a9-4242-9196-9d3eba46bc96,AGT1330684,Christopher,Ross,michael90@example.net,(464)290-0410x43182,LIC827083890,IN,Oregon,Darrenberg,ACTIVE,2012-05-31,2017-01-31 17:05:15
e9c77c85-0ba6-4ae9-95d1-dd362c81b8a1,AGT703084667,Catherine,Fischer,kingmary@example.net,900.930.7332x839,LIC74573033,UK,South Dakota,North Kaitlynport,ACTIVE,2025-05-05,2025-12-11 23:26:17
4901f9a2-3e02-45f7-9dd2-08e48b9d6b8f,AGT7400855,Derrick,Watson,erindaniel@example.net,6987006577,LIC2709002970,US,Ohio,East Rachelton,ACTIVE,2010-08-08,2011-04-01 06:45:07
8fdf6208-cdd5-46e3-9d2f-677068df74d9,AGT758802172,Kelly,Flowers,stephaniebowman@example.com,770.666.2862x13955,LIC14552478,IN,Georgia,Angelahaven,ACTIVE,2011-05-05,2019-05-19 08:05:41
9390a805-8ca9-451c-9ca7-1e4fe480a907,AGT470937995,Ashley,Cook,douglas62@example.com,9329050424,LIC7116823846,IN,Virginia,South Micheal,ACTIVE,2013-11-29,2016-11-01 04:26:10
dd3de905-04dc-49e8-a5c2-2fccbb9ea569,AGT15553667,Robert,Knight,millskatrina@example.com,001-639-221-7658x334,LIC631227806,UK,Maine,Crystalmouth,INACTIVE,2014-12-02,2017-04-12 16:07:23
534c9f92-eb24-4029-a936-00b04f636084,AGT1827667,Daryl,Thompson,gonzaleztroy@example.com,467.610.2751x677,LIC8386542891,IN,Michigan,Robertshire,ACTIVE,2023-02-25,2025-08-19 15:03:49
