CUSTOMER_ID,FIRST_NAME,LAST_NAME,DATE_OF_BIRTH,EMAIL,PHONE,STREET_ADDRESS,CITY,STATE_CODE,POSTAL_CODE,KYC_STATUS,RISK_SCORE,CREATED_AT,UPDATED_AT
2841976589,Elizabeth,Perez,1979-12-29,yyoung@example.net,(964)826-2965,556 Jennifer Oval,Leslieport,AL,07955,VERIFIED,83.59,2025-04-18 17:34:11,2023-01-28 04:50:09
6133989041,Joseph,Short,1971-10-24,rebecca59@example.org,+1-541-278-5428x85475,25789 Huang Island,New Leslie,KY,45532,VERIFIED,23.82,2023-04-10 03:44:34,
2420988783,Brenda,Stephens,1981-10-25,matthewflores@example.net,506.745.9825x4258,431 Johnson Station,New Rodney,MO,91057,VERIFIED,62.13,2022-02-17 09:17:16,2023-12-05 15:18:30
4751163160,Charles,Irwin,1936-08-26,todd49@example.org,+1-896-278-8744x85767,9678 Dylan Trail Suite 776,Jamesstad,NJ,51908,VERIFIED,46.99,2021-11-25 23:35:33,2023-02-23 13:28:52
7373588285,Rebecca,Friedman,1967-10-25,williamsonrobert@example.net,+1-419-636-1382x1173,369 Singh Forest,Johnview,UT,19401,VERIFIED,16.71,2025-06-23 18:18:23,
9218946433,Brian,Castillo,1954-11-29,sherry87@example.org,7813321312,49039 Lori Union Suite 309,Stephaniehaven,NE,82253,VERIFIED,99.63,2020-09-09 19:29:47,
7488548849,Donald,Smith,1937-12-22,lopezdavid@example.net,857.464.2713x8234,898 Lambert Forest,Fernandoland,LA,05471,VERIFIED,26.29,2021-09-23 18:07:47,2024-08-25 23:36:31
122079226,Tammy,Shelton,1986-10-26,sjones@example.net,+1-868-304-5379x01371,503 Dustin Forge Suite 613,Lake Daltonshire,GA,41794,VERIFIED,47.03,2024-01-09 04:46:36,
7754093320,William,Mccormick,1947-01-12,gary64@example.org,+1-950-211-0047,97135 Robinson Plaza,Stevensonside,KY,86653,VERIFIED,24.74,2023-05-23 22:56:56,2022-11-08 22:18:01
260114779,Jose,Mayer,1936-09-15,wtaylor@example.net,001-610-595-2405x23489,292 Skinner Track Apt. 559,New Victoria,HI,66198,VERIFIED,56.72,2025-08-28 08:56:26,
769151577,Charles,Cortez,1999-05-14,gwright@example.com,799-370-8234x820,03649 Delgado Street Apt. 622,New Brianview,AL,85006,VERIFIED,78.62,2025-05-21 07:44:36,
6359921596,William,Butler,1939-07-08,cfoster@example.org,001-505-546-5518x2415,1005 Jones Meadows Suite 212,Emilyfort,PR,39685,VERIFIED,31.14,2020-12-31 14:13:34,2024-08-30 01:00:50
8708495301,Donna,Vincent,1950-10-25,jason80@example.org,+1-962-650-1895,832 Jennifer Cliffs,Robinsontown,NJ,49403,REJECTED,0.79,2021-03-08 16:25:33,2020-07-02 09:15:23
6657485755,Melissa,Moore,1999-11-13,paulpowell@example.com,001-933-660-9589x89106,7192 James Plains,Port Ann,HI,09990,VERIFIED,51.43,2024-02-18 11:57:58,
8578457277,Ronald,Hogan,1980-07-31,joshua80@example.com,310.349.0128x8114,06860 Joshua Stream,Josephmouth,FL,54601,VERIFIED,39.16,2023-09-07 23:01:23,2020-03-24 23:43:57
9608745809,Lisa,Evans,1966-06-06,kelly65@example.com,282-440-0732,1155 Charles Spurs,Port Meagan,FL,47718,REJECTED,73.28,2021-09-12 12:42:05,
5284583344,Raven,Hines,1960-09-17,elopez@example.net,222.661.3980,0894 Conner Valleys,South Jamesberg,KY,47223,PENDING,67.89,2020-06-29 14:04:52,
7563358338,Jennifer,Arnold,1964-01-27,hollyheath@example.org,629-291-0537,18622 Payne Orchard,Warestad,AL,85910,VERIFIED,39.6,2023-08-19 20:47:24,2020-09-10 02:56:17
8056059401,Jennifer,Reyes,1961-01-20,carolbailey@example.org,001-820-792-3372,9785 Jamie Island,Bankston,WV,01479,VERIFIED,7.51,2023-09-16 08:43:16,2023-01-25 02:57:24
7218393367,Daniel,Anderson,2006-06-30,rachel87@example.org,300-281-2682,0163 Mark Land,Zacharystad,MA,92181,VERIFIED,84.44,2020-10-02 12:04:47,2022-05-19 11:37:07
6316126049,Angela,Rice,1956-03-26,ypark@example.com,918.986.4950x4410,9068 Patrick Terrace,East Jonathan,WY,59263,VERIFIED,85.08,2020-11-08 08:19:56,2023-08-03 16:13:02
5106073823,Claudia,Hernandez,1978-10-07,sschultz@example.com,424.687.9205x48330,25337 Miller Ridges,West Sarahton,WI,90577,VERIFIED,35.34,2023-08-10 13:52:57,2021-12-01 22:43:09
1539307967,Christine,Burke,1945-01-19,stephanie30@example.org,+1-682-734-8518x659,04189 George Stravenue,New Toddfort,VA,35460,PENDING,43.57,2021-07-09 21:31:20,
6775595251,Gina,Romero,1997-12-12,solomonjill@example.com,+1-888-240-4445,572 Joshua Canyon Suite 705,Frederickburgh,WV,08820,VERIFIED,66.8,2022-12-13 03:30:15,
5356687184,Christopher,Davidson,1981-12-20,bennettwanda@example.com,+1-779-920-5086x59940,39421 Adams Brooks,North Jasmin,VT,23188,VERIFIED,41.11,2025-07-14 10:08:15,
9578603991,Lisa,Owens,1937-09-01,joseph62@example.com,(857)792-6125x399,68946 Jennifer Causeway Apt. 495,Andersonbury,GA,84325,VERIFIED,49.31,2025-08-29 05:00:22,
1530999090,Ryan,Cook,1997-07-04,nzamora@example.net,664-645-5092x14788,850 Timothy Vista,Port Michael,MI,41065,VERIFIED,45.18,2025-12-14 12:13:34,2026-01-21 20:37:04
2756166836,Douglas,Norman,1978-06-20,reynoldsbenjamin@example.net,(419)257-4327x80454,20663 George Harbors Suite 305,Wolfestad,ME,49628,VERIFIED,15.77,2023-05-08 15:10:37,2024-09-15 18:05:06
3750644931,Christopher,Kent,1978-07-22,martinjames@example.net,422.978.7205x126,2828 Anita Trail,Burtonmouth,NC,85603,VERIFIED,53.65,2023-03-12 14:50:26,
4441383177,Kenneth,Bean,1959-04-07,mccoyamber@example.net,(329)766-8189x042,568 Stephanie Fords Suite 862,East Ricardo,AS,63657,VERIFIED,46.63,2024-06-05 08:24:28,2021-09-06 19:36:00
6778305759,Emily,Donaldson,1972-12-28,haleypage@example.org,+1-283-945-7182x796,64060 Allen Village Apt. 883,Mcmillanshire,PR,75293,PENDING,6.19,2025-11-24 10:55:51,
7276672382,Tammy,Garza,1971-02-12,nathanbennett@example.net,902.429.2190x5651,033 Jacqueline Lodge Suite 799,Sandraport,KY,35028,VERIFIED,70.39,2020-09-05 14:50:20,
2870232651,Vanessa,Johnson,1985-04-18,phillip23@example.org,(954)687-8099x35644,856 Roberts Isle,Lake Brendaland,WA,52152,VERIFIED,25.59,2022-11-16 22:31:34,
7005800653,Patricia,Cooper,1936-02-24,millertara@example.org,(700)639-3099x6747,660 Robin Rapid,South Samuelburgh,MP,06023,VERIFIED,88.15,2021-11-18 11:49:18,
8993262457,Kelly,Gibbs,1940-01-15,marshalljames@example.com,864-442-6103x28904,37704 Michael Mission Suite 759,New Maryview,VI,17697,PENDING,71.27,2025-02-06 18:09:31,2023-03-09 21:01:43
7739225830,Allison,Larson,1961-12-17,jaredmarshall@example.com,709-237-4372x284,443 Todd Via,Rachelmouth,OK,43426,REJECTED,25.61,2020-09-26 15:47:34,
8533351323,Joseph,Green,1963-10-09,robertroberts@example.net,291.527.4938,567 Donald Row,East Kaitlynberg,AL,79939,VERIFIED,87.22,2023-01-15 18:39:29,2022-11-29 05:50:18
2015064264,Randall,Nguyen,1996-11-08,bennettjeffery@example.net,001-794-915-5263x9081,06400 Weaver Cliff,Morenoland,CO,72025,VERIFIED,13.84,2021-03-19 04:49:11,
6500912021,Elizabeth,Perez,1976-07-22,shellymccoy@example.org,628-322-6962x70994,42732 Juan Route,Keithshire,NE,77928,VERIFIED,16.22,2021-03-23 20:53:00,
8169434821,Kevin,Rios,2000-01-19,jcarson@example.org,001-636-706-8561x17849,7130 Jeremy Expressway Apt. 547,Georgefurt,ID,50363,PENDING,22.91,2021-11-27 08:43:51,2022-10-07 15:01:37
9143122801,Jasmine,Williams,1943-10-27,tarahanson@example.com,(893)586-3497,9258 Davis Forks Apt. 788,Kevinmouth,CO,83989,PENDING,49.51,2023-11-10 09:47:38,2025-11-02 06:21:03
9785580860,Stuart,Martinez,1980-05-03,andre55@example.org,753-854-5734,9033 Cantrell Village Suite 376,East Patriciaview,MS,80820,VERIFIED,86.95,2024-11-12 06:07:10,
7450288336,Jon,Riley,1953-09-30,walter14@example.com,4479141217,66700 Chad Stream,Port Williamborough,WY,30053,VERIFIED,56.64,2025-08-15 05:38:59,
9434877770,Joe,Stephens,1973-04-12,novakjerry@example.com,001-427-464-1051x06448,4754 Sabrina Roads Apt. 528,South Angelastad,VI,20321,VERIFIED,99.52,2024-01-21 00:28:28,2021-06-25 15:55:09
6426378199,William,Cunningham,1957-11-13,debbie37@example.org,001-571-277-8361,0945 Wilson Mission Apt. 679,Lake Latoyaberg,NJ,76620,VERIFIED,79.08,2020-05-09 08:37:38,2023-11-19 19:59:33
3031625586,Felicia,Gillespie,1958-01-02,samantha22@example.org,(805)452-9139,677 Carroll Extension Apt. 076,New Brianview,AZ,92791,VERIFIED,81.42,2023-10-17 12:02:21,2022-10-19 11:57:43
9297220306,Michael,White,1951-08-04,hpadilla@example.org,661.639.6866x5819,7276 Samuel Lock,Jeremymouth,SC,25993,VERIFIED,36.55,2024-01-04 19:06:01,
1000626154,Joseph,Reed,1946-05-12,thomas88@example.com,709-598-0790x914,9103 Scott Flats Apt. 749,Davisfurt,MO,11540,VERIFIED,58.74,2024-08-26 20:36:40,2023-05-17 07:40:49
5581154144,Steven,Wilkerson,1951-07-20,shane17@example.net,321-972-1621,4464 Evans Plaza,East Matthew,RI,64533,VERIFIED,16.07,2024-06-08 20:36:22,
1423652030,Audrey,Buchanan,1969-03-20,aaronjones@example.net,(437)748-1189,397 Jones Flat,Richardland,PW,87513,REJECTED,40.09,2023-01-03 02:34:00,
431814164,Michael,West,1956-02-17,ghenderson@example.net,(331)745-2876x75278,20709 Adams Club Suite 113,Kelseyland,GA,44534,VERIFIED,83.18,2024-11-25 07:01:54,2025-04-04 14:33:08
1034260795,Andrew,Schultz,1941-11-03,pricechristina@example.com,001-712-260-2981x321,80260 Bradley Station,Seanton,FM,78194,VERIFIED,17.24,2021-05-18 20:14:17,2024-10-18 16:25:56
4556195376,Heidi,Gutierrez,1979-01-31,johnkrueger@example.com,(405)809-9736x7691,122 Isaiah Forge Suite 318,Westmouth,CA,82483,VERIFIED,53.74,2023-01-09 09:01:20,2020-06-11 06:55:36
9381890757,Sharon,Haynes,1982-03-14,turnerlynn@example.net,001-554-782-7969x510,0823 Katherine Forge,New Robin,VT,44350,VERIFIED,25.1,2020-06-11 02:37:21,
3481083956,Vickie,Pratt,1969-07-12,sabrina44@example.org,283-603-8526,56705 Brenda Path Suite 392,South Kelly,IL,49899,VERIFIED,64.73,2022-11-28 04:30:08,
3596675047,Kimberly,Harding,1969-07-25,jgibson@example.org,+1-269-227-7774x486,5663 Gilbert Falls Apt. 260,Leonardburgh,NM,01457,VERIFIED,56.86,2024-04-27 08:35:39,
6146520117,Eduardo,Sharp,1980-05-05,curtisjermaine@example.com,457-452-4463x572,2773 William Bypass,East Jasonland,AL,20849,VERIFIED,67.37,2024-01-18 05:24:06,2021-10-13 13:30:31
2154008036,Michael,Jordan,1966-01-20,andrewsmith@example.org,857-522-8741x4961,18261 Adams Camp,East Joe,DE,72350,VERIFIED,28.69,2021-04-06 19:52:31,
1874201295,Ian,Key,2001-08-01,laurencontreras@example.net,511.264.0080,825 Ruiz Mews,Jensenview,WA,80870,PENDING,24.37,2023-12-02 17:23:47,2021-10-09 10:57:50
4489486169,Laurie,Hawkins,1992-04-15,kenneth81@example.org,+1-320-303-6742x978,74974 Andrew Shore Apt. 029,South Tracey,CA,82440,VERIFIED,50.88,2025-01-22 20:19:13,
3993678011,Michelle,Hall,1973-10-17,johnswanson@example.com,449.498.0628x192,216 Payne Squares,Jacksonview,RI,49504,VERIFIED,57.94,2024-10-29 23:02:30,2025-08-10 06:54:34
5520353277,Tracy,Hunter,2008-01-03,etownsend@example.com,6114488259,6791 Mary Plain Apt. 584,Craigside,AK,88415,VERIFIED,11.78,2025-06-08 03:10:56,2024-01-05 22:15:58
3518460784,Brandon,Phillips,1979-10-17,ericlong@example.org,636.779.6915x767,151 Jason Center Suite 559,Jacksontown,VI,44214,VERIFIED,3.21,2025-12-06 10:00:46,2020-11-13 18:43:39
3564443976,Stacey,Jordan,1964-02-20,chowell@example.com,3653875441,31604 Wall Meadows Apt. 534,Ryanbury,CO,80786,VERIFIED,62.06,2023-05-07 19:23:37,2024-02-26 19:32:51
1185913108,Richard,Moreno,1956-04-12,murraymatthew@example.net,(538)786-5980,291 Shannon Springs Suite 819,Pamelaville,VI,08680,PENDING,88.94,2021-11-26 14:29:22,
4377143212,Amy,Baker,1979-01-25,dodsondavid@example.net,+1-889-240-0993x04580,4276 Beard Vista,Rogerston,NC,48538,VERIFIED,4.25,2022-07-21 11:35:31,
7180878688,Darren,Hoffman,1962-03-30,christianbecker@example.org,(958)498-6264x3687,09305 Mary Bridge,Mathewsland,HI,29148,VERIFIED,57.7,2023-12-13 18:23:04,
9931292170,Michelle,Miller,1997-11-02,mwhite@example.org,277-584-6658x8475,472 Jordan Square Suite 208,West Vanessa,OR,84227,VERIFIED,76.31,2024-04-30 08:56:14,2022-04-14 18:13:32
4274763136,Kayla,Watkins,2007-11-16,michael47@example.net,(643)881-8908x4395,749 Timothy Shoal Suite 671,Lake Dustinville,CT,74706,VERIFIED,16.03,2021-12-18 23:46:46,2023-09-23 20:17:00
2513837354,Kaitlyn,Baker,2005-11-07,robertjones@example.net,737.685.4707x1297,2707 Nicole Union,New Megan,NM,79187,VERIFIED,22.01,2022-01-24 22:10:08,2026-02-21 02:12:40
6689146060,Amy,Graves,1973-09-29,andrewconway@example.com,001-589-687-6268,184 Tony Drives Suite 616,Lake Michaelshire,FL,94325,PENDING,62.78,2020-01-28 01:05:44,2025-08-24 07:55:46
8860224572,Mark,Smith,2002-05-16,melindalambert@example.net,745-767-6675,53351 Simpson Ferry,East Tracistad,PW,27089,VERIFIED,60.03,2020-06-27 07:58:05,
739674363,Brittney,Spencer,1938-12-18,ryan63@example.org,001-613-835-9131x3052,5263 Short Cliff,Port Carolyn,MH,61170,VERIFIED,18.97,2023-05-31 06:07:27,2024-02-25 03:16:52
9651613570,William,Perry,1935-10-19,davidbrowning@example.com,(786)496-7919,4825 Wilson Centers,West Patrickstad,NH,23960,VERIFIED,79.57,2020-11-26 04:11:39,
670484345,Lisa,Andrews,1968-01-27,spadilla@example.net,+1-886-335-8738x50311,8942 Jeffrey Mission,Herrerafort,NM,09204,PENDING,87.75,2022-09-02 22:56:43,
296079266,Edward,Bennett,1957-12-21,katherineclarke@example.net,917.204.6183x941,49724 Christine Flat,Johnton,OR,14024,VERIFIED,30.75,2022-12-14 06:33:44,2023-08-11 08:05:13
7726545947,Kelsey,Perez,1945-12-08,laura53@example.com,749.447.0278,852 Richard Shoals Apt. 108,South Melindastad,WY,93009,PENDING,27.34,2023-11-29 08:58:16,2023-12-22 04:24:10
6305584806,Douglas,Kline,1948-06-13,fbennett@example.net,827.699.4305x281,7387 Kari Lock Suite 639,West Marytown,WI,31916,VERIFIED,12.07,2020-12-04 21:46:40,2020-11-23 02:44:37
4614593897,Veronica,Combs,1962-05-19,donna24@example.org,+1-733-692-2013x1844,46826 Morris Vista Suite 216,New Phillipstad,MT,77524,VERIFIED,23.89,2026-03-13 06:47:29,
6584595923,William,Jordan,1941-12-20,zhahn@example.com,(727)531-6477,7550 Stephen Views,Liuside,ME,62901,VERIFIED,19.84,2023-01-26 07:40:32,2023-05-21 05:32:31
5958306410,Rachel,Gilbert,1936-11-22,kingashley@example.net,(306)915-6163,030 Rodriguez Isle,North Stephenchester,OH,22407,VERIFIED,97.02,2021-07-20 07:59:50,
3548773466,James,Garcia,1947-04-25,juliahardy@example.org,5598402012,546 Alan Well Apt. 773,Leland,GA,48319,VERIFIED,99.58,2021-06-03 12:17:30,
6727884485,Sue,Nguyen,1962-01-24,kevin99@example.org,+1-578-673-2056,29569 Daisy Knoll,East Gloriaburgh,GA,16650,VERIFIED,79.06,2020-06-07 14:15:50,
82912735,Chelsea,Figueroa,1950-12-29,nelsontyler@example.com,001-591-642-2488x824,65582 Joshua Village,Lake Christopherstad,CT,42982,VERIFIED,6.09,2025-03-13 15:15:46,2021-06-13 02:39:14
695405142,Ryan,Wise,1974-08-31,brian74@example.com,(552)392-6006,13058 Hall Pine Suite 248,West Melissamouth,MP,11523,VERIFIED,68.2,2023-02-15 02:16:27,2023-06-19 01:16:09
2541119087,Nicole,Boone,1960-03-09,sean19@example.net,613.375.6304,01300 French Villages Suite 681,Hamiltonland,AL,96835,VERIFIED,43.05,2023-03-15 16:41:36,2022-10-02 20:55:11
6421999982,Lisa,Sherman,1952-03-18,qwright@example.com,001-870-257-4215x534,91858 Madeline Fall,Parkerside,DE,57612,VERIFIED,69.18,2020-03-13 21:47:28,2026-02-23 04:40:28
7090780461,Kenneth,Lyons,2006-08-14,todd86@example.com,8515299000,003 Nicole Valleys Suite 946,Port Alison,NE,74194,VERIFIED,58.23,2021-08-25 22:58:02,
2411318396,Laura,Martin,1967-07-20,dunntiffany@example.org,+1-893-622-1377x44020,8929 Christina Ridge,Annaside,WV,81918,REJECTED,79.47,2022-09-08 11:02:46,2020-06-27 06:13:57
8147119921,David,Shaw,1978-09-11,dominique10@example.net,7527868355,68102 Baker Via Suite 079,Valerieport,MP,63931,VERIFIED,7.43,2024-11-01 15:47:58,2023-08-20 03:32:56
8413635640,Alyssa,Giles,1960-01-28,ndavis@example.org,(379)609-6492x096,40004 Richardson Trail Apt. 025,South Morganside,GU,87095,VERIFIED,85.83,2020-04-12 00:30:48,
6993537533,Eric,Huber,1972-01-13,whitejames@example.net,+1-822-839-8025x31232,39515 Jacob Meadow,Cookport,NH,73946,VERIFIED,4.58,2021-06-07 03:04:51,2023-03-25 01:45:21
6856719770,Joshua,Mendez,1958-10-11,alexandermichael@example.com,7685775128,27249 Margaret Cape,Mezafort,NM,80013,VERIFIED,32.79,2024-11-01 22:37:03,
110676738,Cathy,Ballard,1948-04-05,jennifer24@example.org,971-738-6676,137 Carrie Crossing,Lake Calvinside,TX,98972,VERIFIED,39.57,2020-03-05 10:22:31,2023-07-16 07:17:52
259384499,Benjamin,Duncan,1987-03-10,hvalentine@example.org,(845)209-0237x23750,9385 Kayla Cliff,North Tammyberg,DC,19355,VERIFIED,0.89,2023-06-21 23:16:55,
632221269,Alisha,Parks,1942-11-10,tiffanyphillips@example.org,777.767.4062x57297,1219 Jackson Springs,Sanchezview,VT,82453,VERIFIED,95.16,2022-03-28 20:44:53,2021-01-03 19:50:36
1304744191,Samuel,Mcdonald,1954-04-30,caitlin26@example.net,+1-860-421-6025,93779 Lori Stravenue,Ivanton,VA,74204,PENDING,48.65,2024-05-16 11:59:21,
2129679839,Frank,Goodman,1943-11-27,chapmancrystal@example.com,(236)522-4718x8828,744 Weiss Village Apt. 241,East Brittanyburgh,TX,87993,PENDING,69.2,2022-12-20 20:39:22,
2782924287,Jason,Johnson,1946-04-25,joel28@example.net,2494547963,53006 Bonilla Glens,Lake Matthewhaven,PR,65937,VERIFIED,10.25,2025-05-20 21:19:44,2021-03-09 12:37:29
461082427,Michele,Fuller,1936-01-04,ajohnson@example.net,(901)628-7647,3838 Susan River,New Cristinamouth,IA,40675,PENDING,14.53,2023-07-22 18:58:05,2022-08-09 23:49:24
5010576722,James,Morgan,1997-05-17,felicia21@example.net,+1-382-975-5755x9964,2690 Torres Fields,New Kimberlyshire,TX,95363,VERIFIED,39.13,2026-02-15 00:16:10,
5675420358,Peter,Dennis,1949-02-21,monica57@example.org,4375579560,06468 Johns Locks,Rebeccashire,VT,22094,REJECTED,85.5,2023-03-28 12:06:52,2022-10-06 03:17:29
758488737,Adam,Bradley,1965-03-28,jorgesullivan@example.com,(315)874-3671,7045 James Bridge Suite 037,Ricestad,WY,59678,VERIFIED,63.4,2024-10-13 16:56:26,2021-03-18 20:03:41
2931080521,Samantha,Oliver,2006-02-26,tomstewart@example.org,+1-617-628-8539x054,748 Carpenter Knoll Suite 860,North Johnland,MH,89210,VERIFIED,0.72,2021-09-16 05:06:33,2020-03-23 07:22:19
2987423724,Vickie,Walker,1943-01-23,darylking@example.org,(305)848-0873x5888,537 Torres Village,Olivermouth,IL,83110,PENDING,43.99,2020-04-21 14:50:30,2020-12-24 13:52:29
1368336604,Nancy,Brooks,1974-09-21,michael63@example.com,(845)746-5436,640 Pollard Island Apt. 399,East Ericstad,WA,75283,REJECTED,36.96,2026-02-27 07:21:57,2025-08-14 06:34:42
4236328970,Clayton,Summers,1984-10-05,taylorsarah@example.org,+1-862-246-3351x514,6576 Cristina Way Suite 782,Lake Moniquefort,GU,13974,VERIFIED,85.71,2023-02-21 18:05:24,
1720327761,Antonio,Moyer,2006-02-17,landerson@example.org,(894)535-6551x75266,955 Johnson Island,Melaniemouth,MI,04047,PENDING,91.07,2020-12-14 06:46:59,
7588210275,Tommy,Jackson,1989-12-10,melendezwilliam@example.com,998-719-6890x0002,467 Smith Tunnel Suite 291,New Lindamouth,VT,26729,VERIFIED,82.56,2025-01-30 19:11:58,
5448211603,Julie,Gallegos,1987-02-28,ogolden@example.com,487-715-8527,180 Dennis River Apt. 833,Wallacemouth,MH,96119,VERIFIED,80.25,2022-06-29 15:32:43,
1922405825,Robert,Mitchell,1960-07-08,susanashley@example.com,+1-604-366-0404x341,64061 Stephanie Circles,Port Bonnieburgh,FM,84502,REJECTED,20.83,2025-08-20 08:17:57,
7098670726,Joshua,Torres,1981-10-09,lori88@example.org,7038175882,234 Stacey Coves,Millerberg,DE,20778,VERIFIED,54.58,2023-04-10 07:47:41,
8109793444,Matthew,Rose,1952-09-21,gabrielmunoz@example.com,564-472-0951x23224,7984 Paul Extensions,Lake Toddland,LA,76405,REJECTED,46.92,2020-08-18 15:29:02,2021-01-02 20:09:49
1619316431,Ryan,Hernandez,1977-05-25,daniel82@example.net,240-664-5921x843,723 Foley Via,New Lindseystad,GA,90071,VERIFIED,80.11,2022-03-12 13:19:11,2020-07-21 14:45:48
1895763368,Adam,Davis,1947-01-13,christopher91@example.com,+1-560-913-2202x8881,6309 Garrison Path,Emilystad,MS,84182,VERIFIED,17.08,2026-03-14 22:54:43,2025-01-17 13:02:14
1667892045,Richard,Levy,1998-04-10,melanie18@example.com,001-758-518-3934,9237 Gonzalez Neck Apt. 368,New Loriberg,IA,94875,PENDING,24.31,2022-05-20 21:36:46,2024-12-07 19:37:12
3302019307,Carla,Wilson,1998-03-01,murrayamanda@example.com,719.860.1499,1660 Kristi Spur Apt. 904,Bonnieside,AR,36149,VERIFIED,11.77,2020-02-29 06:28:06,
8455582272,Marc,Richardson,1997-11-29,charlescampbell@example.org,001-539-838-2376x1766,969 Sergio Street Suite 939,Jennachester,KY,62126,VERIFIED,27.36,2023-11-18 14:01:23,2021-11-27 09:25:16
7060295006,Clinton,Webb,1966-04-17,eodonnell@example.com,8622756370,749 White Overpass,New Donnamouth,NJ,12661,VERIFIED,86.71,2022-06-20 23:57:51,2026-03-08 09:33:51
7898692313,Jacqueline,Mack,1971-01-07,hvargas@example.com,602.492.4476x462,050 Watson Cape Suite 288,Michaelmouth,SD,58899,VERIFIED,14.2,2021-05-18 21:51:47,
3898379803,Ashley,Smith,2008-02-21,fstewart@example.net,408.612.7187,2148 Griffin Spring,Annettemouth,AR,27138,REJECTED,88.42,2026-01-06 06:28:17,2022-08-15 22:26:07
1280165224,Jessica,Joseph,2006-07-05,watsontravis@example.net,001-373-486-3027x978,8035 Dougherty Stravenue,Hernandezberg,HI,17497,PENDING,77.24,2022-08-31 08:47:17,
8782299225,Michael,Rogers,1997-07-20,xhuerta@example.net,7622083376,736 Carroll Loaf,East Jeanette,MH,84503,VERIFIED,89.5,2022-09-10 07:47:00,2022-08-15 09:46:22
5763425732,Joshua,Scott,1939-09-28,ramirezdylan@example.com,001-874-867-4664,02291 Crystal Port,Lunahaven,AK,12961,VERIFIED,88.92,2024-03-12 02:34:29,
393300164,Jennifer,Johnson,1949-02-06,blopez@example.org,603-304-0256,60561 Anthony Highway,Erikberg,IA,95980,VERIFIED,58.9,2023-04-17 02:26:04,
2052469136,Tyler,Jones,1937-01-28,evansduane@example.com,792.326.8625x646,688 Morton Cape Apt. 424,East Michaelborough,ID,82913,VERIFIED,90.46,2021-11-04 01:35:05,
1966206536,Daniel,Clark,1966-11-30,rossronald@example.net,(923)515-3289x4808,17756 King Point Suite 378,Jeffreyberg,CO,62035,REJECTED,27.8,2024-12-28 20:11:22,2022-08-19 03:50:43
