TRANSACTION_ID,ACCOUNT_ID,TRANSACTION_TS,VALUE_DATE,TRANSACTION_TYPE,CHANNEL,AMOUNT,CURRENCY_CODE,DESCRIPTION,MERCHANT_NAME,MERCHANT_CATEGORY,COUNTERPARTY_ACCOUNT,STATUS,IS_SUSPICIOUS,REFERENCE_CODE
5335458862,8701140565,2024-05-30 00:38:18,2024-06-01 00:38:18,TRANSFER,ATM,125.83,USD,Issue over area reality off pretty.,Sutton-Richardson,reflect,SMFV43018173212044,PENDING,False,e1b4fb06-8ff8-4a71-8373-54eed7497417
2796167368,2411275979,2023-03-25 14:34:46,2023-03-25 14:34:46,INTEREST,MOBILE,24.52,USD,Suffer later full leg.,Brown and Sons,something,JRFJ67279910984837,FAILED,False,832db4a5-9b14-435e-971e-d6b87a06fda8
1828707566,3306484459,2021-02-28 22:48:47,2021-03-01 22:48:47,TRANSFER,ATM,90.47,USD,Tough agreement line find plant.,Larson and Sons,usually,OZDX08129617233379,COMPLETED,False,79c2919f-98b2-4f39-ba99-91e7f159fa37
6358803012,8304510680,2020-04-05 14:51:36,2020-04-07 14:51:36,DEBIT,ATM,64.69,USD,Most interview produce back southern indicate.,Huffman-Aguilar,piece,GWTL32411002192685,COMPLETED,False,de904421-575f-44fa-adab-7643f73a0861
3159436041,9449317191,2023-05-07 23:04:16,2023-05-08 23:04:16,TRANSFER,MOBILE,4.93,USD,Radio American run might enjoy.,Williams-Green,likely,LYVD30504360363424,COMPLETED,False,4f802879-b014-4d61-aebe-72e7400c1556
7467367333,4257837057,2023-10-16 00:26:54,2023-10-17 00:26:54,INTEREST,ATM,101.2,USD,Pm forget personal.,"Lee, Massey and Farmer",wear,MUTZ31691564524145,COMPLETED,False,4b6d40a2-0e09-432f-97ba-70fef9b5fca0
7300854605,2988300856,2022-01-04 00:36:41,2022-01-04 00:36:41,DEBIT,ATM,35.23,USD,Tonight attorney ready wind late everyone.,Shepherd PLC,model,QVQW87770014964487,PENDING,False,cc54fd67-b6e2-43c5-b414-b51ced022417
8756197932,9992246540,2021-06-09 12:10:57,2021-06-09 12:10:57,INTEREST,BRANCH,85.65,USD,Community dream card story should.,Brown and Sons,possible,TQZM37745236681060,FAILED,False,a737e04a-1bc0-4881-8de0-304ea2eaf5c3
2145699986,5915876119,2022-06-29 22:47:59,2022-06-29 22:47:59,CREDIT,BRANCH,50.15,USD,Million piece mission seat television.,Solis-Hoffman,difference,VMRN38202934196160,FAILED,False,029f1224-f1d5-4480-a296-90da087fdcbc
5775549264,9613752960,2025-10-25 02:45:17,2025-10-25 02:45:17,DEBIT,MOBILE,12.9,USD,Ok level over into explain practice.,Dunn-Park,production,XOHQ18736790601828,FAILED,False,5fbf35c7-99bc-4f63-840f-cb2e58869151
4483646042,8521691018,2021-08-20 16:11:01,2021-08-20 16:11:01,INTEREST,ATM,49.32,USD,Two partner responsibility before simple.,Ortiz PLC,control,YXKE50858129241355,COMPLETED,False,52a5911d-62a4-467b-be63-b0cc6624a6da
5027707744,3538895237,2021-06-07 21:57:11,2021-06-09 21:57:11,DEBIT,ATM,66.23,USD,Forward ground product instead.,Johnson PLC,treat,FMMX73029105959847,PENDING,False,917780c0-954a-4c4f-802c-a61903ff9d63
9208024069,7288146426,2021-06-08 20:12:53,2021-06-09 20:12:53,INTEREST,BRANCH,216.71,USD,Require window full commercial someone threat decide.,Moore-Soto,reveal,OSIN25304462009959,COMPLETED,False,5f9235d1-9157-4a89-bc58-4e020b981e5c
4792222047,2634796907,2020-04-21 04:20:26,2020-04-21 04:20:26,CREDIT,ONLINE,95.01,USD,Some anyone tell result.,"Jordan, Le and Thompson",ground,FDJE18886508460244,COMPLETED,False,bcea4f62-cb9b-49dc-b4f5-3790ade71639
6959561502,9085469310,2025-01-22 14:54:48,2025-01-23 14:54:48,TRANSFER,ATM,119.7,USD,Total about many tough key much.,Howard and Sons,cover,IGRI66487089655887,COMPLETED,False,a23d4107-9e6b-4b96-9859-14cdc4702239
4268660997,5644927006,2025-05-30 04:58:19,2025-06-01 04:58:19,CREDIT,BRANCH,50.55,USD,Marriage poor eat.,"Schneider, Bradshaw and Torres",which,VSRW88624252072892,COMPLETED,False,afde1ce0-7a65-43f8-b135-a1dac2cd9a12
356584500,5286443554,2024-01-02 22:40:43,2024-01-02 22:40:43,FEE,MOBILE,139.9,USD,Clear Democrat Mrs agreement serious see.,"Ortiz, Patterson and Ryan",draw,IJTW24128063973791,PENDING,False,bde2e5b6-f247-40d0-ba13-84762ccc4516
479132540,5896387968,2022-05-01 16:52:59,2022-05-02 16:52:59,INTEREST,MOBILE,184.92,USD,Your hundred develop keep however audience.,"Williams, Gonzalez and Austin",resource,GUFB43929074811966,PENDING,False,a34b0d76-9790-451f-a3ec-4693978c1af1
1938467278,1937922912,2020-04-23 07:48:51,2020-04-23 07:48:51,DEBIT,ATM,24.43,USD,Point important fill fear.,Cummings-Johnson,artist,IOAB90457645101551,FAILED,False,203a56c5-a0f1-476c-a0e1-3214c70864d1
8718380597,4486871742,2021-08-05 16:03:00,2021-08-05 16:03:00,INTEREST,ATM,192.49,USD,Hotel music individual resource war technology population.,Harris-Berger,visit,QZHW45489051975548,FAILED,False,faeaae29-c8e2-444e-b1c7-0c16e212c01b
4698697786,3971414424,2022-11-16 10:19:45,2022-11-16 10:19:45,CREDIT,MOBILE,69.34,USD,Dinner image same now lay.,Hendrix Group,event,YRMC60468662482767,PENDING,False,ae10bec4-7074-4cfa-bc3e-c9e1a28c2fc5
3825034231,7451192161,2022-08-10 10:20:20,2022-08-12 10:20:20,TRANSFER,ONLINE,41.32,USD,Give number control talk boy.,"Bradley, Cole and Stout",investment,NUAS47142921254782,COMPLETED,False,18774cd8-5692-4bcf-989d-c7a2fd807bff
9585792111,88143949,2022-01-27 20:35:28,2022-01-29 20:35:28,TRANSFER,MOBILE,47.32,USD,Add strategy career action.,"Bennett, Bolton and Powell",usually,XRBD26121829505962,COMPLETED,False,6b680f41-e17e-4acc-ad57-4326fcd24453
3390584431,9395538879,2021-11-30 09:38:12,2021-12-02 09:38:12,DEBIT,BRANCH,39.32,USD,Decision available music small free security.,"Costa, Fox and Lutz",suffer,PLRM74386792795587,PENDING,False,aee1998b-2bd6-4da3-a499-49b4488c67be
9947700140,8882455019,2022-02-20 23:27:55,2022-02-20 23:27:55,DEBIT,ATM,26.5,USD,Town answer film statement little song.,"Williams, Hoffman and Gordon",number,VJTH50241938147532,PENDING,False,5bde82ea-9102-44af-a41f-e09593b84026
5793412233,6535299794,2025-10-04 20:23:50,2025-10-04 20:23:50,TRANSFER,ONLINE,68.66,USD,Hit among effort begin center time act.,"Wiggins, Brown and Galvan",night,PBQP98468550272410,PENDING,False,ea2d30e3-c819-448a-b948-c7742564bed2
6332295710,2231931803,2022-06-10 18:00:36,2022-06-10 18:00:36,FEE,ONLINE,31.25,USD,Daughter stay theory hundred.,"Holt, Myers and Brown",full,RGRG30239317326748,FAILED,False,b52886b2-46cd-4a35-9cb5-1a49642f943c
1716298603,3615677275,2020-05-29 16:24:08,2020-05-29 16:24:08,TRANSFER,ONLINE,143.95,USD,Save voice will its later image know phone.,Warren and Sons,hotel,PIRO92551129639375,PENDING,False,d00f5c08-271f-46d1-a2db-0a1a28bb5569
2821602082,1200475374,2025-12-13 15:56:58,2025-12-14 15:56:58,FEE,BRANCH,147.29,USD,Mouth mention great yet success heart.,"Evans, Mclaughlin and Garza",family,RCXF37906367174880,COMPLETED,False,d4d80d12-b3ac-4d31-9962-6164c2019e9a
1399730675,4220039945,2025-12-07 00:28:43,2025-12-08 00:28:43,TRANSFER,MOBILE,145.29,USD,Teacher idea message close tree garden.,Lopez PLC,for,SKEO36203066826901,PENDING,False,5a353b73-99a8-4e19-add7-8b8cc6a5908a
4103616018,1250392818,2024-12-16 08:54:16,2024-12-18 08:54:16,TRANSFER,ONLINE,5.4,USD,Our dinner leave truth wait eye.,Miller and Sons,just,SMCQ13079617655800,COMPLETED,False,6b02fa30-b424-4071-9525-85dfd4ba3b03
8728818210,5594118046,2021-10-23 07:32:40,2021-10-23 07:32:40,CREDIT,BRANCH,217.78,USD,Course write general red though less.,"Boyd, Tucker and Meyer",without,TSQO88565626882187,FAILED,False,a8eb75d3-5f36-43db-b593-36150309d3c9
2375124682,7564971670,2022-11-09 18:27:06,2022-11-11 18:27:06,INTEREST,BRANCH,68.5,USD,Offer level first drive order west.,Mcmahon Inc,material,TGNN35069897270438,PENDING,False,13c36ad8-2832-43dd-b93c-436dec5e8894
4534841156,1334081585,2025-11-21 09:18:50,2025-11-21 09:18:50,TRANSFER,ONLINE,18.25,USD,Player network try.,Williams LLC,every,DIDG74803100251898,COMPLETED,False,34fad4f3-7787-440a-b35f-01b9e6e19cdb
431512880,7311584705,2024-10-05 12:20:05,2024-10-05 12:20:05,FEE,ATM,34.32,USD,Anyone foreign article music store history information.,"Ritter, Carr and King",factor,HTAT19983254341223,COMPLETED,False,76cfa2f0-19f4-4c47-8de2-667abee38cab
1243253042,3791730132,2020-10-10 10:51:40,2020-10-10 10:51:40,DEBIT,MOBILE,137.8,USD,Mother walk particular or ask.,"Tran, Weaver and Underwood",treatment,BFEB96153560999545,PENDING,False,3f63c14f-dc8c-4d55-9cd8-a8166edb059f
2711960834,3919591808,2022-08-24 16:20:27,2022-08-24 16:20:27,CREDIT,ONLINE,276.33,USD,Find live than plant whom story.,"Bartlett, Russell and Ryan",painting,ULWD22479334307628,COMPLETED,False,4a275b0b-8a70-42a6-83b3-5d950475c1de
5564623382,9295658831,2023-05-07 13:55:24,2023-05-09 13:55:24,INTEREST,ONLINE,33.41,USD,Now better benefit new force someone deal.,Adams Ltd,eye,TRDK06252851392026,COMPLETED,False,73ed1614-bde3-4e6e-92b3-0f314363d6f9
5996281680,2906691720,2025-10-17 10:59:21,2025-10-19 10:59:21,INTEREST,ATM,11.01,USD,Also kind wall key black behavior.,"Hamilton, Grant and Willis",go,DTVG68118624967749,PENDING,False,e9802414-5c71-45ad-93e9-c4134d191826
6609294087,4002488776,2022-12-10 16:48:46,2022-12-12 16:48:46,INTEREST,ATM,15.52,USD,Star area current charge that.,Montoya-Randall,property,TIIQ00370378560058,FAILED,False,5eb2487a-4c57-480c-af91-ba6d7ab7ed2f
814002273,9092156390,2021-07-17 07:30:38,2021-07-18 07:30:38,DEBIT,BRANCH,28.68,USD,Four indicate guess up.,Brown-Ramirez,room,QPOG78776967788556,PENDING,False,d4e4f476-b929-45d6-9c62-de605ba91f95
8722355151,7319102929,2026-02-13 00:09:36,2026-02-13 00:09:36,TRANSFER,BRANCH,142.93,USD,Clearly notice firm set.,"Lopez, Leonard and Hayes",learn,GIUG47519624962750,PENDING,False,3ec64f5b-2e5e-4bac-a249-27a1f0c8be72
89535153,7312263708,2025-09-07 15:04:32,2025-09-08 15:04:32,INTEREST,BRANCH,222.79,USD,Rate guy its team.,Young Group,often,SNJW17792022860797,FAILED,False,d1b4ef5e-6262-4a35-84eb-ffe5dceb7599
3828885442,7938935140,2024-10-12 01:38:18,2024-10-12 01:38:18,INTEREST,ATM,14.02,USD,Man relationship home most create himself.,Cannon LLC,style,OBYR72966678968139,COMPLETED,False,575374ad-3d83-4c7e-8425-913cf9c472e7
3172599258,9076141099,2025-08-08 06:10:56,2025-08-10 06:10:56,CREDIT,MOBILE,216.79,USD,Consumer hundred day true enjoy.,Livingston Ltd,a,VJMW80066881218287,COMPLETED,False,0b6905ba-fd31-4304-a47f-dfffe0570a83
8746358838,1859138418,2026-02-21 15:14:20,2026-02-23 15:14:20,INTEREST,MOBILE,262.01,USD,Task likely decide could.,Choi-Knox,affect,KPXF45100973786836,COMPLETED,False,1b5bea10-dfd3-40cc-aa04-064aab7665b7
2803197263,7453066672,2020-01-31 08:41:56,2020-02-02 08:41:56,INTEREST,ATM,11.72,USD,Allow happy son respond art training.,Arnold Ltd,ok,VBIN76218063769660,PENDING,False,67b284b2-4610-4716-9384-5016ed1face5
1730770643,1396895792,2022-02-01 23:56:40,2022-02-03 23:56:40,DEBIT,MOBILE,163.77,USD,Message together seek.,"Morales, Holt and Wagner",with,FBSA32916456166580,PENDING,False,23af970c-82f1-452c-abf3-f73e3c72e36a
2721975273,1283246524,2024-09-12 23:07:11,2024-09-12 23:07:11,FEE,ATM,14.29,USD,Cost newspaper he.,Holt and Sons,early,BBJW51674937545879,COMPLETED,False,1d7bd5b3-27c3-4650-a8b3-c6cdee02f277
4011619392,2234512692,2025-04-05 11:52:08,2025-04-06 11:52:08,TRANSFER,MOBILE,108.8,USD,Perhaps hour rich.,"Hartman, Harrison and Washington",really,SPOL86163805778734,COMPLETED,False,409f4d8c-f23b-46aa-bdd9-f9bcd497ba99
9051795408,1611949126,2020-07-06 05:46:51,2020-07-07 05:46:51,FEE,MOBILE,100.77,USD,How owner personal recognize.,"Ortiz, Young and Johnson",institution,XHXK09509897230212,PENDING,False,23efb067-c825-4337-8776-121015752192
1075503456,1169153337,2023-05-11 19:39:37,2023-05-13 19:39:37,INTEREST,MOBILE,203.67,USD,Laugh subject large eat help always change there.,"Hays, Williams and Nguyen",western,OVVV00068141203073,COMPLETED,False,aa65fdd8-6bbe-4c70-abe0-608d7c62687a
3883914638,7123547418,2021-06-07 11:02:50,2021-06-08 11:02:50,CREDIT,MOBILE,21.08,USD,Live include need thing forget back help radio.,Mcknight-Roach,right,VJDH67460690361110,COMPLETED,False,3f3420d4-8366-4953-8c22-b279d4cb180a
389918552,6590024960,2023-07-16 02:28:40,2023-07-18 02:28:40,TRANSFER,ONLINE,9.14,USD,Store floor room money focus national hour.,Madden Inc,character,ULMK32596399511011,FAILED,False,7599a110-7b6f-4c36-8164-8470eef92f47
826513067,9115350421,2022-04-07 21:21:59,2022-04-07 21:21:59,INTEREST,ONLINE,129.51,USD,Environmental necessary area trouble apply.,Craig-Meadows,affect,GUZV24795469927055,COMPLETED,False,a93b744c-8673-4710-a958-6494cfc1117d
3427064183,9678885318,2023-06-18 06:43:01,2023-06-19 06:43:01,CREDIT,MOBILE,2.81,USD,Court talk stop surface participant run check.,Barnes PLC,party,HMKE46482431828028,COMPLETED,False,a2c35ce4-129f-48ca-a8f1-89aa9abf8890
1967445633,8352653413,2023-02-03 06:33:39,2023-02-04 06:33:39,DEBIT,BRANCH,45.75,USD,Degree early enter.,Smith-Brown,billion,PHBS47993311895444,COMPLETED,False,fc32b475-b3e2-464b-bdd4-1b10c7468087
6888829911,5681697133,2023-08-13 12:03:33,2023-08-14 12:03:33,INTEREST,ATM,36.33,USD,Record dog politics spend administration police ok look.,"Gonzalez, Harrison and Snow",name,PXKK92334644881822,COMPLETED,False,d030461c-f6a4-45c4-8fdb-9064113166ad
9903476359,6139936479,2021-10-12 13:52:48,2021-10-14 13:52:48,FEE,MOBILE,56.4,USD,Treat effect low various available customer add.,Price-Hull,on,GMUO94594585171840,PENDING,False,1db95e6f-08d9-4d61-9fc1-25b2847a781f
2905741947,9065818860,2024-04-02 13:35:46,2024-04-03 13:35:46,INTEREST,ATM,6.25,USD,Information dog effect technology.,Carrillo-King,rich,FIVS22515223805205,PENDING,False,77c3dca0-b262-4d77-9b18-99db36f0974d
386077266,3692492059,2024-10-10 06:28:36,2024-10-10 06:28:36,DEBIT,MOBILE,113.48,USD,Add bit feeling brother store say article.,Crawford PLC,any,USWP44149350501140,PENDING,False,bc06349f-49d3-4ab5-a655-652cd0f89bb0
7108615331,841490442,2022-03-10 05:38:02,2022-03-12 05:38:02,FEE,MOBILE,40.92,USD,Tend sense Mr his tax product.,King-Nelson,state,UOKC20037061508930,COMPLETED,False,1ba881f9-f422-48cf-a4bc-5cdf8d358b15
1378155609,3360579786,2024-02-01 09:28:27,2024-02-01 09:28:27,TRANSFER,MOBILE,18.89,USD,Focus must deal everything.,Pierce Group,approach,DPHT63417110836844,FAILED,False,8e9471b1-e73c-4c0f-a377-64f424224af1
5446107589,4830541806,2023-08-15 16:35:01,2023-08-17 16:35:01,CREDIT,BRANCH,84.67,USD,International get more parent any most.,Cook-Ramsey,yard,LMEC70940713272899,PENDING,False,ca5c2d81-5249-40ba-a368-a95a1fcf2988
2918932556,5124108016,2024-06-03 16:05:06,2024-06-03 16:05:06,CREDIT,BRANCH,24.96,USD,Opportunity suddenly beautiful standard.,Harrington-Brown,however,RFHJ50754145917057,FAILED,False,705abb2d-a25a-4b7e-a8a1-49afe1070da5
