ACCOUNT_ID,CUSTOMER_ID,ACCOUNT_NUMBER,ACCOUNT_TYPE,CURRENCY_CODE,BALANCE,AVAILABLE_BALANCE,STATUS,OPENED_DATE,CLOSED_DATE,BRANCH_CODE,OVERDRAFT_LIMIT,INTEREST_RATE,CREATED_AT,UPDATED_AT
4402887351,8758493307,OWMC94837681559185,SAVINGS,USD,4191.99,515.88,DORMANT,2020-04-13,,ZDBR66596960107968,2696.15,0.02,2024-07-06 06:32:03,
1179046031,3142193554,ZODM56863837916717,SAVINGS,USD,1991.42,1467.37,DORMANT,2022-03-21,,CDAH74098379788292,330.75,0.016,2022-04-11 15:38:10,
970653792,9674039429,RNZU55374490843834,CHECKING,USD,6448.67,600.29,ACTIVE,2024-01-24,,EZOM38676293924112,2595.38,0.014,2024-05-31 02:16:19,
989744728,3428817869,SBNU51368859377951,CHECKING,USD,8726.54,8485.28,DORMANT,2021-11-17,,JBVF93655214428745,1023.16,0.042,2023-12-28 10:30:10,2025-01-11 12:34:58
7918131132,5767070600,LCMU28224110435332,SAVINGS,USD,6365.22,4473.16,ACTIVE,2025-01-18,,RAAN29588267069992,2335.11,0.041,2021-09-24 04:43:34,2020-09-28 06:37:44
4917023807,6956350891,VSVY11449249160010,CHECKING,USD,5997.96,2225.94,DORMANT,2023-11-20,,MJCY55582904314021,456.86,0.024,2025-07-19 08:54:01,
5795841554,8943643876,YVYR76555000426969,CHECKING,USD,8734.73,4327.69,ACTIVE,2024-12-20,,ZUFP61666404346500,25.95,0.044,2025-10-04 06:36:17,
253543334,9135186941,OVMH57388999123780,CHECKING,USD,237.36,2023.69,ACTIVE,2020-12-30,2023-07-06,FHRL33115413020026,4082.08,0.027,2025-12-29 08:37:23,
5868524793,28628347,TZBB04232417002601,CHECKING,USD,4982.48,4290.21,ACTIVE,2023-11-03,,HNQI43521164380242,2509.76,0.013,2021-02-15 20:52:19,
4136771742,7762026392,ZLIR80737326738763,SAVINGS,USD,8089.09,4649.99,ACTIVE,2023-05-30,,NLSP02004519407434,2124.09,0.032,2026-01-16 05:34:53,
5224086064,8444431758,PFVK66212051913835,SAVINGS,USD,409.46,42.0,DORMANT,2021-07-10,,HRPR58102269435021,883.35,0.02,2022-05-07 10:06:37,
4225078807,158691432,MFMY69243127870981,CHECKING,USD,4231.82,6167.08,ACTIVE,2020-07-23,,JGLS46733912245482,4849.09,0.043,2025-11-15 19:59:32,
3482074353,2759296240,KNAD72074962826282,CHECKING,USD,1778.37,2531.18,ACTIVE,2024-07-30,,ACAR43427435236343,1565.0,0.046,2025-07-09 22:08:58,
3128088789,8551118783,ZZNO74481161408238,CHECKING,USD,6495.88,5915.52,ACTIVE,2023-03-24,,VKDI07955954107850,4433.57,0.017,2025-04-11 12:07:25,2023-05-26 07:17:39
5775208111,5541362109,LCXC41467718905934,SAVINGS,USD,5243.59,3107.02,ACTIVE,2021-08-06,,AKMR66178525815897,2480.42,0.044,2024-03-06 22:46:20,
2285942068,6833444374,DXFA19284954469311,CHECKING,USD,7167.43,8674.64,CLOSED,2021-10-02,2024-11-26,UEQP94029509055409,2472.94,0.034,2025-02-02 15:20:02,
3827129379,9421639661,ZRDR68382785972615,CHECKING,USD,5702.59,6638.19,ACTIVE,2021-07-08,,WYOT50376999298268,2064.72,0.044,2020-09-28 10:05:49,2024-04-13 00:59:11
1857971316,4393198446,HSFX57481480961919,CHECKING,USD,8085.21,538.6,ACTIVE,2024-05-18,,DPJB16227675210902,1728.81,0.01,2020-02-20 20:56:33,2022-01-07 04:09:15
5975759733,8595341629,XGIY32143914569521,CHECKING,USD,6397.75,197.18,DORMANT,2022-12-26,2022-09-07,YABD87939687055210,1155.18,0.04,2024-02-27 15:01:08,2020-06-26 12:32:40
7256997795,3875579976,COSJ49370716910791,CHECKING,USD,1886.6,1507.61,ACTIVE,2020-05-22,,IVKC85347451884343,639.63,0.043,2022-10-23 22:34:25,
2702503726,6579995893,ZQLN83525341302939,CHECKING,USD,4353.33,800.32,ACTIVE,2020-08-02,2025-05-19,WROX95832444493851,3728.15,0.041,2025-11-08 03:56:57,
7825588001,3084018721,AMSA75198652233689,SAVINGS,USD,279.19,1632.16,DORMANT,2021-03-01,,MDSM98741239577451,3961.03,0.011,2025-09-09 07:16:33,
8593649117,9565304391,EQPW65536390608400,SAVINGS,USD,3258.64,1763.2,ACTIVE,2023-09-15,,REZL29589886125845,1379.6,0.023,2020-11-13 01:41:05,2023-11-14 17:17:24
441093663,8549324784,JFEK73826598827300,CHECKING,USD,1216.97,1259.13,ACTIVE,2023-12-13,,MVZI30033322214390,1872.62,0.011,2021-05-20 22:20:59,2022-10-19 11:32:44
8861484580,3515427892,OCCA28308992675812,CHECKING,USD,8750.56,2331.06,ACTIVE,2024-04-29,,KBNT41052841541960,4507.49,0.029,2023-03-20 09:59:43,
8244282795,8931332214,OCAZ60539831772598,CHECKING,USD,5046.69,922.95,DORMANT,2025-11-07,,KCIG04108291339115,3181.27,0.038,2024-12-16 02:06:42,2023-06-08 18:02:57
5674458125,7217497485,MVYJ47706046830190,SAVINGS,USD,1725.03,1575.6,DORMANT,2024-05-22,,ZJAI22231804357390,3437.24,0.023,2025-12-04 14:14:26,2021-11-24 11:15:50
6857335078,7444837339,FEGZ90632571003724,CHECKING,USD,2744.36,2475.82,ACTIVE,2022-08-19,,FGJZ79385441383404,3567.37,0.022,2025-03-05 09:54:31,
4250432303,3815697980,IWDH82451727955960,CHECKING,USD,163.34,2096.99,DORMANT,2021-09-11,2020-04-11,MYTA32670675863403,3045.14,0.025,2022-05-04 11:21:00,2022-04-13 11:27:33
9461977892,8250521525,MJOO46038938409704,CHECKING,USD,7627.1,10978.88,ACTIVE,2024-07-13,,XCEK25216801071577,4289.19,0.015,2021-06-20 20:24:07,2020-11-01 10:03:39
7118645533,5344357296,VHIV97229786521499,CHECKING,USD,5297.53,3706.17,ACTIVE,2020-09-14,,RVPP68056563099200,719.67,0.024,2025-11-27 03:52:34,2025-06-05 13:57:33
2422228450,4874688127,NGWH65869700559319,CHECKING,USD,4039.64,4490.07,ACTIVE,2021-01-24,,EHEL96312637407499,477.08,0.019,2023-01-15 05:24:11,2023-10-11 14:34:47
987039330,5137980984,AJYN89933204111419,CHECKING,USD,5899.28,2551.18,ACTIVE,2024-05-19,,EDKE40099087671870,3085.62,0.024,2024-08-10 22:07:44,
5736799098,9961853871,DNWM84448729324026,CHECKING,USD,2522.12,2158.77,DORMANT,2025-09-04,,KSNL78966420734949,439.59,0.042,2026-03-01 02:13:11,
2516335058,1958987805,LXMY50178104298739,SAVINGS,USD,4043.65,6113.82,ACTIVE,2025-11-25,,IZYK90049021535848,3233.17,0.042,2021-04-01 07:25:58,
1940591815,2275996328,ACYM83512245698766,CHECKING,USD,4642.5,340.84,ACTIVE,2022-11-23,2023-02-04,ZTVX81812098753284,1471.67,0.022,2024-09-24 03:41:25,2025-02-26 09:32:40
8292921540,1327138242,OTEJ62512395981260,SAVINGS,USD,3961.15,4713.79,ACTIVE,2024-06-07,2020-12-27,FFZZ30470748652968,4848.64,0.012,2021-03-22 00:05:49,
883932756,9864115568,RZJJ44569459398363,SAVINGS,USD,7782.39,1443.65,ACTIVE,2025-03-18,,IQZV18527606013424,2925.5,0.034,2021-07-13 09:49:46,
1672779313,8306203139,QIWG42243177564535,CHECKING,USD,7708.5,1648.65,CLOSED,2023-02-17,,GMJU04584560386523,1233.98,0.037,2022-03-03 09:51:26,
1807964727,7336113106,CVED52024843501624,SAVINGS,USD,1436.99,1304.37,ACTIVE,2021-05-28,2023-04-12,NDWJ62084152101375,2654.54,0.044,2022-02-03 12:25:48,
5308619522,9246543250,OGHJ81613725969235,CHECKING,USD,6580.96,788.32,ACTIVE,2025-12-04,2024-07-05,VNQX20798028992100,42.4,0.042,2021-06-11 14:38:33,
5630868766,445867189,CKTA02333617535683,CHECKING,USD,748.2,1789.8,ACTIVE,2025-07-19,,HOTG96689568841599,1527.45,0.032,2020-09-13 20:25:52,2023-01-31 17:59:27
5653349320,215025097,VYSD37027688122566,SAVINGS,USD,1820.06,3031.49,ACTIVE,2025-09-15,,QOBP97643615343566,1816.84,0.012,2020-12-09 00:37:16,2021-09-20 13:35:38
8569706832,2439463055,IGCR76809545784636,SAVINGS,USD,6879.89,7541.35,ACTIVE,2020-07-31,,KMZG72058197892328,1062.46,0.017,2021-08-28 22:28:06,2023-03-21 06:10:52
5751454154,8434989898,QYPF52748785439226,CHECKING,USD,1935.53,1411.45,ACTIVE,2021-06-16,,KTXA93130574145735,55.16,0.037,2025-05-20 03:02:39,
2772195366,6598285895,AHRF09661138074773,CHECKING,USD,2014.92,3626.41,ACTIVE,2023-12-30,,TDJE68054113465837,3708.82,0.035,2021-12-24 14:21:38,2024-06-02 06:25:25
3381901566,7682324212,QJDK84012686533045,CHECKING,USD,6923.85,4433.26,ACTIVE,2024-05-19,,KZXP92883635896878,268.31,0.047,2023-03-11 21:47:37,2020-06-25 05:45:34
5583038531,6360887884,GSTS41953606889400,SAVINGS,USD,9763.5,4393.59,ACTIVE,2024-07-14,2023-12-14,ESTR36730052566122,2552.59,0.044,2021-02-03 20:57:38,
585344429,3388428638,IHDF17254569103116,SAVINGS,USD,5509.92,8524.67,ACTIVE,2021-12-18,,FBCS65402355868285,3162.4,0.03,2026-01-01 05:19:50,
6164850791,1930394856,SKDL47822786031150,CHECKING,USD,250.3,2495.6,ACTIVE,2022-04-03,,DFJQ23441334466008,2640.8,0.045,2021-09-10 20:25:02,2026-02-15 11:02:59
6694679203,9024049868,FYYH90369126203626,CHECKING,USD,1885.58,5363.1,ACTIVE,2021-04-16,,LTPO66304145070355,4670.67,0.011,2025-10-15 02:49:24,
2273891284,520525382,VFUW05287896616907,SAVINGS,USD,4119.94,317.87,ACTIVE,2023-12-30,,ORVN07970770714534,2245.3,0.018,2020-04-02 06:34:29,2024-04-12 11:49:04
4764925320,6049615079,FMJV43007817920069,CHECKING,USD,7337.19,609.85,ACTIVE,2025-05-05,,OJAO00246062990742,2551.13,0.043,2022-10-21 09:45:56,
7610610187,3133216977,XRWS12404030392625,CHECKING,USD,1394.27,3660.93,ACTIVE,2021-04-25,2020-03-24,FWUS87703578125822,3618.62,0.02,2021-09-09 13:32:50,2024-08-23 20:02:02
8417903196,5580908828,KXTH92106930118413,CHECKING,USD,8888.75,7604.76,ACTIVE,2020-02-20,,OHML05806764755268,3434.17,0.01,2025-08-23 09:57:47,2023-11-22 22:35:34
3382697755,4332292351,VCJU81868234281821,CHECKING,USD,7284.78,4681.56,ACTIVE,2023-04-22,,LXWB84428798186160,1540.6,0.029,2021-07-26 14:44:30,2023-12-05 03:04:07
4092956173,7080238486,SIXM92467119573939,CHECKING,USD,8416.59,1680.08,ACTIVE,2021-12-31,,DBUK94956189757540,2495.04,0.02,2024-11-15 16:14:59,2023-07-19 11:45:05
8068118811,5136320617,GQBU41653567433512,CHECKING,USD,1472.79,1612.63,ACTIVE,2021-01-29,,ULRV22569530745701,4629.38,0.019,2020-04-29 13:04:32,
6005328026,9718197438,VBGH73037321585336,CHECKING,USD,8222.6,2222.9,ACTIVE,2024-12-17,,SYYU78472241342554,4167.64,0.026,2023-12-23 21:43:06,
7715139110,7872916321,AEVT89611387681980,CHECKING,USD,5728.91,8553.57,ACTIVE,2021-03-21,2023-10-19,GFLG24984485956504,2826.44,0.026,2022-01-09 08:42:32,
7335355496,5598888953,DOOT68659190636740,CHECKING,USD,8852.07,248.7,ACTIVE,2021-10-04,,MOUW01821980243184,695.69,0.014,2021-02-13 11:02:47,
3504872677,2265576990,KNAB50314873088326,CHECKING,USD,6234.94,2717.91,ACTIVE,2025-07-31,,QETZ04006424866317,3699.96,0.035,2021-01-26 10:44:49,
9823819461,8575485426,VNKN90072098997592,CHECKING,USD,1351.03,370.48,DORMANT,2023-01-21,,WDUZ73398394279665,2096.69,0.039,2020-09-05 20:51:04,2024-07-23 07:09:32
4624576340,4119131334,OLBN38520680873429,CHECKING,USD,4431.12,4371.56,ACTIVE,2023-08-25,,PLQL62054612633159,2827.78,0.032,2021-12-10 14:37:02,2021-05-16 10:20:20
9437250658,8311119294,UMWB02790788716257,CHECKING,USD,9295.9,1839.79,ACTIVE,2021-02-19,,JGSG06398647961326,3081.71,0.043,2025-10-11 03:40:51,2022-01-02 07:17:00
484622888,7237668885,BTUV28154691149184,CHECKING,USD,691.04,3012.13,ACTIVE,2022-05-29,,DJKM50493973987370,4070.66,0.017,2025-10-18 15:21:14,2021-07-26 12:27:28
3559447669,1766943684,THIE37510883258592,CHECKING,USD,5978.23,553.9,ACTIVE,2020-07-04,2025-10-28,AEMY03790161778523,3347.48,0.027,2021-12-16 23:14:23,2021-07-09 11:02:10
1539067310,6703372802,UNQI91464017758817,CHECKING,USD,3119.43,5529.76,ACTIVE,2022-08-26,2020-02-05,EFRZ30135479062530,2751.26,0.027,2022-04-08 11:33:09,
7124415298,7578606776,HWDO10280925350496,CHECKING,USD,4544.91,1663.85,ACTIVE,2023-11-24,,FGHC09312388789577,1725.49,0.045,2023-03-13 19:07:57,2025-06-09 12:05:54
4433901214,937932040,RQWQ25375625811730,CHECKING,USD,4275.19,2607.97,ACTIVE,2024-02-02,,TBRT41015670346792,4048.17,0.038,2022-10-16 15:39:22,
9790686037,1928086548,ODHU59693301811296,SAVINGS,USD,4204.78,5154.29,ACTIVE,2025-09-27,,VOWG54862650632558,2953.5,0.039,2026-01-23 11:17:14,2022-09-29 16:22:40
9646062088,9037585692,AGSA44110417091786,CHECKING,USD,4633.76,6776.02,ACTIVE,2023-02-12,,WDYT63616952965372,4455.67,0.034,2022-05-01 22:12:48,
7276678052,4880893318,LXEZ92615765386481,CHECKING,USD,8777.52,6910.59,ACTIVE,2021-08-11,2025-10-12,JKHV09349218872331,3285.67,0.015,2025-10-09 21:48:40,2023-01-12 00:46:17
8855125755,6633837630,NSFU60182857593980,CHECKING,USD,8780.29,517.54,ACTIVE,2024-08-22,,PSWG92665932635516,2573.25,0.035,2022-10-13 02:24:15,2024-09-19 05:25:55
7835858312,9285110989,VQNM48883277113969,CHECKING,USD,4782.17,2998.56,ACTIVE,2021-07-06,2023-03-10,TWLN77269851898153,3026.13,0.032,2020-05-12 06:05:57,2024-10-17 15:29:43
7916007959,7603526897,SGAZ94187031371680,CHECKING,USD,2135.59,669.42,ACTIVE,2024-10-28,,GAMJ29015902910444,1804.44,0.045,2025-10-16 01:19:34,2025-08-30 14:01:07
8154886896,3830125355,YXJX07236992124772,CHECKING,USD,4981.31,854.73,ACTIVE,2021-09-21,,PGMC25619036335630,247.67,0.048,2021-02-02 17:27:06,2024-06-11 21:51:55
8753909339,1828359237,SEWD37142760762050,CHECKING,USD,6109.82,5571.68,ACTIVE,2020-10-28,,BPXQ68854806900164,2142.42,0.03,2021-08-19 15:46:29,
5318431780,3248945951,SJCA33746519857092,CHECKING,USD,5747.4,1637.93,ACTIVE,2025-03-12,,HQAS11836581661224,1157.37,0.028,2022-08-25 20:44:06,2025-12-16 16:27:13
4405785650,6905027852,GKLN28530759227572,SAVINGS,USD,4022.06,6656.03,ACTIVE,2025-11-25,,ZDCA84695095658554,4036.19,0.039,2021-11-14 06:12:47,
4994166517,2582837861,MSYS82420928583517,CHECKING,USD,3061.93,4304.31,DORMANT,2024-11-13,,NXLI03091596543860,2271.78,0.012,2023-11-06 23:28:26,
1256662016,103732853,YRJL56710524414990,CHECKING,USD,5029.84,1563.48,ACTIVE,2024-10-18,,PEUP59177635046693,321.0,0.049,2021-02-01 07:25:41,2025-11-12 11:44:26
9759419158,2688979781,IFNJ29534607156189,SAVINGS,USD,4983.38,2955.5,ACTIVE,2023-01-04,,ZDMX14466217752027,1323.76,0.01,2022-12-03 01:16:11,2023-08-27 05:40:49
4816592157,9873326667,NYAK13060191903554,CHECKING,USD,6726.14,380.31,ACTIVE,2022-10-18,,TLGG49930468474722,4899.38,0.023,2023-12-27 14:34:58,
2713959683,1397127310,GPMJ11007397123482,CHECKING,USD,2396.35,260.47,ACTIVE,2020-04-11,,HXCR00227116421718,248.48,0.043,2025-08-17 13:46:17,
3601856388,5571537315,BFGE29456548332016,CHECKING,USD,7033.16,8286.21,ACTIVE,2025-03-05,,XMFX19281904157505,3155.2,0.031,2020-08-12 22:30:26,2022-10-27 15:20:06
7516818325,1918802933,QONJ76067068155958,SAVINGS,USD,2720.91,1022.87,ACTIVE,2023-11-26,,XMXR82720528295806,1366.52,0.01,2020-11-12 20:13:46,2024-01-28 16:52:27
229865842,3598216572,AANK26963100882483,SAVINGS,USD,5278.21,3755.08,ACTIVE,2025-04-20,,KVRS24813405004845,3821.28,0.047,2021-11-20 19:30:04,
557060737,9709775838,JZTI86329829327742,CHECKING,USD,923.63,515.82,DORMANT,2023-04-12,,MQXU76249848569586,7.47,0.027,2026-01-08 05:18:41,2025-10-17 06:48:19
2195650918,7357068908,HNML14589697025285,SAVINGS,USD,7278.24,1424.72,ACTIVE,2022-10-05,,LKLK79977285624953,2553.02,0.036,2022-05-09 12:07:02,
6797719334,1108057588,PRMX98853678900642,CHECKING,USD,9795.36,4849.28,ACTIVE,2025-03-29,,OULT58913660319179,596.49,0.024,2021-06-05 18:53:33,2024-08-15 06:07:28
3489324494,9930548013,SOPA57581380836469,CHECKING,USD,7598.82,5348.66,ACTIVE,2023-05-29,,WEOQ21741767950333,1778.9,0.042,2026-03-03 07:37:57,2023-04-26 03:10:30
6628173546,2043392491,TQBV73033355526199,SAVINGS,USD,2051.46,2064.2,ACTIVE,2025-09-15,,AMIP71358955773036,2707.78,0.048,2023-04-14 16:38:57,
3550938386,8024617727,GIIA64984010433403,CHECKING,USD,1863.67,1052.39,ACTIVE,2021-03-16,,REGF46722048115463,50.62,0.021,2024-12-13 12:49:07,
9354455771,1323376594,ELRD81265624575018,SAVINGS,USD,7493.8,3056.37,ACTIVE,2023-12-12,2025-09-19,GWKU33221911344262,654.18,0.011,2021-12-17 03:55:27,2022-09-13 09:25:35
1197710484,445448733,NOII75612280970950,SAVINGS,USD,6059.67,1421.16,ACTIVE,2023-07-21,,MGQR52054301092914,797.23,0.017,2023-09-11 14:33:34,
3259727423,326565303,BPIL07436848396039,SAVINGS,USD,2862.2,2428.31,ACTIVE,2025-05-12,,VFVE87318968246672,3852.54,0.027,2022-01-05 13:05:09,
186359813,3953521233,MSUB40090844009465,CHECKING,USD,9094.82,5177.72,DORMANT,2020-04-08,,JZSA81607325560670,1764.94,0.04,2020-08-02 17:18:48,2020-03-26 03:07:04
6558302984,739674363,DFLR36666109626224,CHECKING,USD,1376.21,2980.04,ACTIVE,2020-09-15,,CMRI67240697464395,3644.68,0.02,2020-02-27 21:05:25,
4363167967,3555602136,GFCZ84777118987418,CHECKING,USD,8652.46,1142.7,DORMANT,2023-10-22,,RRUW85055397412195,2044.69,0.024,2025-09-04 20:25:03,
9850930422,5401066152,TVAM93588460119193,CHECKING,USD,5171.72,164.76,ACTIVE,2022-09-11,,IWGI46598341922582,4268.68,0.046,2025-03-03 13:27:26,
3671412326,4485897102,UGDU25009443521401,CHECKING,USD,8947.49,6344.79,CLOSED,2025-07-10,,FASP76700296345189,398.52,0.014,2026-02-06 19:14:58,2024-07-01 06:34:58
5467265034,2429763153,ABKD02555780310128,CHECKING,USD,5971.67,4859.06,ACTIVE,2021-01-27,,HEEU07446025809169,4642.19,0.041,2020-06-29 11:41:48,
9267412252,6808659522,OAHS69026113900458,CHECKING,USD,7378.26,6070.76,ACTIVE,2024-02-12,,ZADE14483282151745,181.18,0.028,2024-01-24 06:49:48,2024-11-05 19:47:38
7151817214,5271153357,OOQN96574641092614,SAVINGS,USD,7580.6,3412.64,ACTIVE,2023-11-05,,XANU07819190308509,900.57,0.028,2021-09-25 08:07:56,2021-09-22 11:12:53
9420118243,2154682322,SOTX48851853348601,CHECKING,USD,4195.36,7160.35,ACTIVE,2023-03-08,2021-03-12,UXTM15824511847301,3753.65,0.028,2020-02-04 14:21:09,
4718273578,3068378215,YQAC89085701872594,CHECKING,USD,7759.86,5300.52,ACTIVE,2021-05-09,2024-03-10,XVJR89842631505117,4202.18,0.02,2022-07-29 23:54:21,
8596223313,2240565640,SMWY60994663117512,CHECKING,USD,5178.4,3237.6,DORMANT,2024-06-06,,GARS06272666244091,174.15,0.033,2025-04-06 11:55:13,2021-01-14 00:01:25
6414643316,9721466852,FYEO88545335953516,CHECKING,USD,154.6,2422.69,ACTIVE,2026-03-28,,ZQBT35577094262154,2961.4,0.011,2023-09-16 11:04:23,2023-11-29 07:07:53
2431888651,2019012559,TNFY29782921460952,CHECKING,USD,8558.26,883.27,ACTIVE,2026-01-19,,EXKX60545760350098,4322.59,0.015,2020-03-21 08:57:23,2025-10-25 16:29:42
886474886,193109302,SLPM45790421440677,CHECKING,USD,5918.66,4869.14,DORMANT,2025-01-16,,YZKD09870176302182,3240.64,0.015,2020-09-04 22:29:08,
449094382,6866774201,ZWJB55847600061461,CHECKING,USD,2476.34,1468.48,ACTIVE,2021-09-07,,JTRP21483223974151,3127.06,0.05,2025-10-24 19:25:01,
9762393594,1964552471,GBPO66668370940086,CHECKING,USD,1522.45,2544.45,CLOSED,2020-10-29,,APHQ90358110537086,3105.98,0.049,2024-12-16 07:00:24,
8229569002,9565395970,PZHJ39504747269412,CHECKING,USD,9910.83,4780.25,ACTIVE,2021-01-14,,TPTZ31350191764087,2360.46,0.038,2023-02-17 21:55:25,
7121574677,2496364488,WPAJ44329200063788,CHECKING,USD,608.45,984.04,ACTIVE,2023-05-27,,ZVOF51406202881051,4811.19,0.015,2021-02-28 22:18:16,
3902162610,2745198256,GRJN81219806190762,SAVINGS,USD,9011.79,7113.3,ACTIVE,2025-04-25,,BEOK43263659826808,1027.0,0.032,2021-06-04 22:35:36,2021-10-18 21:07:14
8645347952,8076585491,MYHF59245594882392,CHECKING,USD,6965.88,1331.5,ACTIVE,2024-04-01,,UQKW95957574806715,447.8,0.016,2023-01-29 16:55:52,2020-03-05 19:33:53
6369128206,9368223433,VNJQ55963061849526,CHECKING,USD,2138.29,1483.03,ACTIVE,2023-09-19,,PVYY04459975941483,2674.1,0.02,2025-09-03 05:52:15,2020-11-21 03:30:11
9465798539,6145139782,MTLK98552443158403,SAVINGS,USD,533.54,1123.35,ACTIVE,2023-04-19,,RFQD82838718863678,1950.82,0.036,2022-04-26 12:11:07,
8125879723,944550614,JPKP87835419143881,CHECKING,USD,3178.59,2382.85,ACTIVE,2022-07-05,,XFKO46649458237257,4581.15,0.017,2023-01-08 07:21:28,
5903282782,8606461366,AIPG27903133589164,SAVINGS,USD,2670.29,1624.4,ACTIVE,2024-07-22,2022-12-07,BYTR28640322139829,2311.79,0.03,2022-11-01 10:59:53,2022-09-12 21:52:40
7693747224,5799044518,UXFU62911225436767,SAVINGS,USD,3068.15,3306.18,ACTIVE,2024-03-19,,VYEI56373378009229,3930.97,0.037,2021-03-26 16:27:27,
6423967430,7379120915,LKEB56727238610263,SAVINGS,USD,3882.89,126.88,CLOSED,2025-06-04,2024-02-19,HBJS76389441384929,2405.39,0.015,2025-10-30 18:34:58,
1229332734,1787517485,MSGY87556716526690,CHECKING,USD,7060.22,7050.35,ACTIVE,2024-04-23,,OLZD98647018867457,2039.3,0.012,2023-06-17 11:17:33,
794263345,8215114620,QSFX69822275222546,CHECKING,USD,5492.23,762.87,ACTIVE,2024-06-20,2022-10-06,BWHV22155604417799,399.75,0.043,2020-07-19 02:57:36,2025-09-08 12:54:17
5115960848,9491668700,XCUR88621007159190,CHECKING,USD,1887.49,5935.18,DORMANT,2022-10-21,,ZYAK96758612677903,4693.44,0.03,2025-11-19 21:43:14,2025-08-13 09:52:54
9791765274,3365153129,CRUL53136279552871,CHECKING,USD,4215.21,780.94,ACTIVE,2022-12-17,,ZYNB15158457083550,4926.05,0.043,2024-04-17 05:31:02,2024-05-05 21:59:17
9877107630,9329643546,VSLK26447386154331,CHECKING,USD,6918.34,6356.26,DORMANT,2024-03-05,,QOIQ80636137236351,4201.87,0.039,2022-01-18 22:54:22,
157822835,2426772302,GBDB67869095509429,CHECKING,USD,4347.05,5768.0,ACTIVE,2025-03-17,,YNCZ33406729637746,4975.66,0.036,2022-10-30 05:46:39,2022-11-17 10:41:06
7195682180,3193057415,KHAL73401765853785,CHECKING,USD,1811.6,4119.92,ACTIVE,2024-11-21,,GMGB89695240619387,4819.25,0.046,2022-03-29 19:54:19,
7968245900,6324018986,YHHV71356206900592,CHECKING,USD,9365.37,1312.08,ACTIVE,2024-04-30,,QBFR48486703463476,3606.72,0.027,2025-03-27 12:51:02,2022-08-01 13:38:42
5266650592,3716895199,ZNTS96713542103945,CHECKING,USD,1460.23,2626.82,ACTIVE,2022-06-14,,XDYF95019571141152,2499.5,0.041,2020-12-13 01:54:35,
8309051313,9035173888,DARV71680773295758,CHECKING,USD,7205.74,11170.17,DORMANT,2022-02-02,,KFHH96226297472438,4018.71,0.033,2020-03-15 07:54:16,2023-06-09 07:26:27
